,,,,,,,
,,,,,,,
"Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided."
NSP   ,BLUE_LK3,BLUE_LK7_3    ,BLUE LK7,47,,,
NSP   ,BLUE_LK3,BLUE_LK7_4    ,BLUE LK7,49,,,
NSP   ,BUFFRIDG,BUFFRIDG_1    ,BUFFRIDG,25,,,
NSP   ,BUFFRIDG,BUFFRIDG_2    ,BUFFRIDG,107.3,,,
NSP   ,BUFFRIDG,BUFFRIDG_3    ,BUFFRIDG,100,,,
NSP   ,BUFFRIDG,BUFFRIDG_4    ,BUFFRIDG,10.4,,,
NSP   ,BUFFRIDG,BUFFRIDG_5    ,BUFFRIDG,22.6,,,
NSP   ,CASHTO_8,CASHTO_8_1    ,CASHTO_8,1,,,
NSP   ,CHEMOLT7,LSSTEAMG_S    ,LSSTEAMG,106.2,,,
NSP   ,CHEMOLT7,LSP_CT_G_C    ,LSP CT G,177.3,,,
NSP   ,CHIP2_G ,CHIP2_G_1     ,CHIP#2 G,11,,,
NSP   ,CHIPFALG,CHIPFALG_1    ,CHIPFALG,11,,,
NSP   ,CORNELL7,CORNELL7_1    ,CORNELL7,31.3,,,
NSP   ,DELANO82,DELANO82_1    ,DELANO82,2,,,
NSP   ,FARFXNU8,FARFXNU8_1    ,FARFXNU8,2,,,
NSP   ,FLAMSTN9,FLAMSTN9_1    ,FLAMSTN9,12,,,
NSP   ,FORBECA2,FORBECA2_1    ,FORBECA2,0,,,
NSP   ,FRENCH_G,FRENCH_G_1    ,FRENCH G,15,,,
NSP   ,FRENCH_G,FRENCH_G_2    ,FRENCH G,14,,,
NSP   ,FRENCH_G,FRENCH_G_3    ,FRENCH G,71,,,
NSP   ,FRENCH_G,FRENCH_G_4    ,FRENCH G,71,,,
NSP   ,GLNCOMU8,GLNCOMU8_1    ,GLNCOMU8,36.6,,,
NSP   ,GRANCTY7,GRANCTY7_1    ,GRANCTY7,15,,,
NSP   ,GRANCTY7,GRANCTY7_2    ,GRANCTY7,15,,,
NSP   ,GRANCTY7,GRANCTY7_3    ,GRANCTY7,15,,,
NSP   ,GRANCTY7,GRANCTY7_4    ,GRANCTY7,15,,,
NSP   ,HASTING2,HASTING2_1    ,HASTING2,4,,,
NSP   ,HAYWAR_G,HAYWAR_G_1    ,HAYWAR G,0.2,,,
NSP   ,HERC_7  ,HERC_7_1      ,HERC   7,38.03,,,
NSP   ,HIBRDGE7,HIBRD75G_5    ,HIBRD75G,103,,,
NSP   ,HIBRDGE7,HIBRD76G_6    ,HIBRD76G,179.5,,,
NSP   ,HOL99864,HOLCOMBI_1    ,HOLCOMB7,36,,,
NSP   ,HURLEY_7,HURLEY_7_1    ,HURLEY 7,0.05,,,
NSP   ,HURLEY_7,HURLEY_7_2    ,HURLEY 7,0.05,,,
NSP   ,HYDROLN7,WISSOTAG_1    ,WISSOTAG,37,,,
NSP   ,INVRHLS3,INVRHLS7_1    ,INVRHLS7,54,,,
NSP   ,INVRHLS3,INVRHLS7_2    ,INVRHLS7,61.01,,,
NSP   ,INVRHLS3,INVRHLS7_3    ,INVRHLS7,55.01,,,
NSP   ,INVRHLS3,INVRHLS7_4    ,INVRHLS7,55,,,
NSP   ,INVRHLS3,INVRHLS7_5    ,INVRHLS7,64,,,
NSP   ,INVRHLS3,INVRHLS7_6    ,INVRHLS7,54,,,
NSP   ,IRONWD_9,IRONWD_9_1    ,IRONWD 9,1.8,,,
NSP   ,IRONWD_9,IRONWD_9_2    ,IRONWD 9,1.9,,,
NSP   ,JIMFALL8,JIMFLS_7_1    ,JIMFLS 7,29.04,,,
NSP   ,JIMFALL8,JIMFLS_7_2    ,JIMFLS 7,27.9,,,
NSP   ,JIMFALL8,JIMFLS_7_4    ,JIMFLS 7,0.5,,,
NSP   ,KENYNVL8,KENYNVL8_1    ,KENYNVL8,1.9,,,
NSP   ,LKCRYST8,LKCRYST8_1    ,LKCRYST8,4.3,,,
NSP   ,MADELVL8,MADELVL8_1    ,MADELVL8,5.5,,,
NSP   ,MAIN_ST7,MAIN_ST7_1    ,MAIN ST7,12.05,,,
NSP   ,MARSHAL7,MARSHAL7_1    ,MARSHAL7,23,,,
NSP   ,MENOMONG,MENOMONG_1    ,MENOMONG,5.2,,,
NSP   ,MERRIL_8,MERRIL_8_1    ,MERRIL_8,1,,,
NSP   ,MNTCELO4,MNTCE31G_1    ,MNTCE31G,612,,,
NSP   ,NCENTRL8,NCENTRL8_1    ,NCENTRL8,6.6,,,
NSP   ,NEW_PRAG,NEW_PRAG_1    ,NEW PRAG,0.8,,,
NSP   ,NEW_PRAG,NEW_PRAG_2    ,NEW PRAG,5,,,
NSP   ,NEW_PRAG,NEW_PRAG_3    ,NEW PRAG,3,,,
NSP   ,NEW_PRAG,NEW_PRAG_4    ,NEW PRAG,4,,,
NSP   ,NEW_PRAG,NEW_PRAG_6    ,NEW PRAG,6.5,,,
NSP   ,NWULMMUG,NWULMMUG_1    ,NWULMMUG,40,,,
NSP   ,OWATANA2,OWATANA2_5    ,OWATANA2,9.3,,,
NSP   ,OWATANA2,OWATANA2_6    ,OWATANA2,22.4,,,
NSP   ,OWATANA2,OWATANA1_1    ,OWATANA1,15.8,,,
NSP   ,OWATANA2,OWATANA1_8    ,OWATANA1,55,,,
NSP   ,PATHFDR7,PATHFDR7_1    ,PATHFDR7,61,,,
NSP   ,PR_ISLD5,PR_IS31G_1    ,PR IS31G,559,,,
NSP   ,PR_ISLD5,PR_IS32G_2    ,PR IS32G,545,,,
NSP   ,R_FALLS7,R_FALLS7_2    ,R.FALLS7,6.2,,,
NSP   ,RAPIDAN8,RAPIDAN8_1    ,RAPIDAN8,5,,,
NSP   ,REDWD_FL,REDWD_FL_1    ,REDWD FL,2,,,
NSP   ,REDWING8,REDWING8_1    ,REDWING8,19.5,,,
NSP   ,RIVER_F8,RIV_FLS7_2    ,RIV FLS7,20.5,,,
NSP   ,RIVRSID7,RIVRS76G_7    ,RIVRS76G,155.5,,,
NSP   ,RIVRSID7,RIVRS78G_8    ,RIVRS78G,242,,,
NSP   ,RVRFLSMG,RVRFLSMG_1    ,RVRFLSMG,13.3,,,
NSP   ,SHERCO_3,SHERC31G_1    ,SHERC31G,759.5,,,
NSP   ,SHERCO_3,SHERC32G_2    ,SHERC32G,768.5,,,
NSP   ,SHERCO_3,SHERC33G_3    ,SHERC33G,921,,,
NSP   ,SLPY_MU8,SLPY_MU8_1    ,SLPY MU8,5.5,,,
NSP   ,ST_BONI ,ST_BONI_1     ,ST BONI ,74.5,,,
NSP   ,ST_CROIG,ST_CROIG_1    ,ST CROIG,24.5,,,
NSP   ,STCLOUD7,STCLOUD7_1    ,STCLOUD7,8.5,,,
NSP   ,STRLNG28,STRLNG28_1    ,STRLNG28,8.4,,,
NSP   ,T_BEARTG,T_BEARTG_1    ,T BEARTG,20,,,
NSP   ,T_CASH_G,T_CASH_G_1    ,T CASH G,1,,,
NSP   ,THORNAP9,THORNAP9_1    ,THORNAP9,1.5,,,
NSP   ,W_FARIB7,WFARBLT8_3    ,WFARBLT8,15,,,
NSP   ,WHEATON1,WHEATON1_1    ,WHEATON1,55,,,
NSP   ,WHEATON1,WHEATON1_2    ,WHEATON1,63,,,
NSP   ,WHEATON1,WHEATON1_3    ,WHEATON1,55,,,
NSP   ,WHEATON1,WHEATON1_4    ,WHEATON1,55,,,
NSP   ,WHEATON2,WHEATON2_5    ,WHEATON2,57,,,
NSP   ,WHEATON2,WHEATON2_6    ,WHEATON2,57,,,
NSP   ,WHITE_G ,WHITE_G_1     ,WHITE  G,0.8,,,
NSP   ,WILMART7,WILMART8_1    ,WILMART8,11,,,
NSP   ,WILMART7,WILMART8_2    ,WILMART8,11,,,
NSP   ,WILMART7,WILMART8_3    ,WILMART8,16,,,
NSP   ,WILMART7,WILMART8_4    ,WILMART8,16,,,
NSP   ,WILMART7,WILMART8_5    ,WILMART8,16,,,
NSP   ,WILMART7,WILMART8_6    ,WILMART8,17,,,
OKGE  ,AES_5   ,AES_1G_1      ,AES 1G  ,160,,,
OKGE  ,AES_5   ,AES_2G_1      ,AES 2G  ,160,,,
OKGE  ,CONEM4  ,CONEMG_1      ,CONEMG  ,72,,,
OKGE  ,HSL_4   ,HSL_6G_1      ,HSL 6G  ,178,,,
OKGE  ,HSL_4   ,HSL_7S_1      ,HSL 7S  ,219,,,
OKGE  ,HSL_4   ,HSL_7G_1      ,HSL 7G  ,20,,,
OKGE  ,HSL_4   ,HSL_8G_1      ,HSL 8G  ,400,,,
OKGE  ,HSL_4   ,HSL_9G_1      ,HSL 9G  ,44,,,
OKGE  ,HSL_4   ,HSL10G_1      ,HSL10G  ,44,,,
OKGE  ,MSKGE5  ,MSKG3G_1      ,MSKG3G  ,184,,,
OKGE  ,MSKGE7  ,MSKG4G_1      ,MSKG4G  ,500,,,
OKGE  ,MSKGE7  ,MSKG5G_1      ,MSKG5G  ,500,,,
OKGE  ,MSKGE7  ,MSKG6G_1      ,MSKG6G  ,515,,,
OKGE  ,MSTNG2  ,MSTN1G_1      ,MSTN1G  ,62,,,
OKGE  ,MSTNG2  ,MSTN2G_1      ,MSTN2G  ,59,,,
OKGE  ,MSTNG2  ,MSTN3G_1      ,MSTN3G  ,122,,,
OKGE  ,MSTNG2  ,MSTN4G_1      ,MSTN4G  ,260,,,
OKGE  ,OMKAW_2 ,OMKAW_2_1     ,OMKAW  2,29,,,
OKGE  ,OMKINGF2,OMKINGF2_1    ,OMKINGF2,8,,,
OKGE  ,OMMANGM2,OMMANGM2_1    ,OMMANGM2,6,,,
OKGE  ,OMPONCA2,OMPONCA2_1    ,OMPONCA2,114,,,
OKGE  ,OMPWHSK4,OMPWHSK4_1    ,OMPWHSK4,7.06,,,
OKGE  ,SCI_4   ,SCI_1G_1      ,SCI 1G  ,110,,,
OKGE  ,SEMNL4  ,SEMN1G_1      ,SEMN1G  ,530,,,
OKGE  ,SEMNL4  ,SEMN3G_1      ,SEMN3G  ,500,,,
OKGE  ,SEMNL4  ,SEMN2G_1      ,SEMN2G  ,507,,,
OKGE  ,SO4TH2  ,SO4THG_1      ,SO4THG  ,48,,,
OKGE  ,SONR_4  ,SONR1G_1      ,SONR1G  ,505,,,
OKGE  ,SONR_4  ,SONR2G_1      ,SONR2G  ,510,,,
OKGE  ,TINK54  ,TINK5G_1      ,TINK5G  ,64,,,
OKGE  ,WDWRD2  ,WDWRDG_1      ,WDWRDG  ,11,,,
OPPD  ,AUBURN_8,AUBURN_8_1    ,AUBURN 8,18.5,,,
OPPD  ,FREM_67G,FREM_67G_6    ,FREM 67G,16.5,,,
OPPD  ,FREM_67G,FREM_67G_7    ,FREM 67G,21.3,,,
OPPD  ,FREM_67G,FREM_8G_8     ,FREM  8G,90.8,,,
OPPD  ,FT_CAL1G,FT_CAL1G_1    ,FT CAL1G,500,,,
OPPD  ,N_OMA_1G,N_OMA_1G_1    ,N OMA 1G,83.1,,,
OPPD  ,N_OMA_2G,N_OMA_2G_2    ,N OMA 2G,118.4,,,
OPPD  ,N_OMA_2G,N_OMA_3G_3    ,N OMA 3G,118.4,,,
OPPD  ,N_OMA_2G,N_OMA_4G_4    ,N OMA 4G,146.8,,,
OPPD  ,N_OMA_2G,N_OMA_5G_5    ,N OMA 5G,240.1,,,
OPPD  ,NCU903_8,NCU903_8_1    ,NCU903 8,35.3,,,
OPPD  ,NEBCTY1G,NEBCTY1G_1    ,NEBCTY1G,667,,,
OPPD  ,S901_8  ,JONES_1G_1    ,JONES 1G,58.8,,,
OPPD  ,S901_8  ,JONES_2G_2    ,JONES 2G,58.8,,,
OPPD  ,S993_8  ,S993_8_1      ,S993   8,19.9,,,
OPPD  ,SCBSD_G ,SCBSD_G_1     ,SCBSD  G,3.4,,,
OPPD  ,SCBSD_G ,SARPY_1G_1    ,SARPY 1G,54.5,,,
OPPD  ,SCBSD_G ,SARPY_2G_2    ,SARPY 2G,54.5,,,
OPPD  ,SCBSD_G ,SARPY_3G_3    ,SARPY 3G,106.3,,,
OPPD  ,SCBSD_G ,SARPY_4G_4    ,SARPY 4G,48.2,,,
OPPD  ,SCBSD_G ,SARPY_5G_5    ,SARPY 5G,48.2,,,
OPPD  ,TECUMSH8,TECUMSH8_1    ,TECUMSH8,6.6,,,
OTP   ,ALEXPLDM,ALEXPLDM_1    ,ALEXPLDM,9.2,,,
OTP   ,AUDUBON4,AUDUBON9_1    ,AUDUBON9,10,,,
OTP   ,BENSON  ,BENSON_1      ,BENSON  ,3.1,,,
OTP   ,BENSON  ,BENSON_2      ,BENSON  ,10,,,
OTP   ,BIGSTON4,BIGSTN1G_1    ,BIGSTN1G,495,,,
OTP   ,CASS_LK7,CASS_LK8_1    ,CASS LK8,12.5,,,
OTP   ,CENTER_2,CENTER1G_1    ,CENTER1G,260,,,
OTP   ,COYOTE_3,COYOTE1G_1    ,COYOTE1G,453,,,
OTP   ,HOOT_LK7,HOOT_LK7_1    ,HOOT LK7,8.3,,,
OTP   ,HOOT_LK7,HOOT_LK7_4    ,HOOT LK7,5.1,,,
OTP   ,HOOT_LK7,HOOTLK2G_2    ,HOOTLK2G,65,,,
OTP   ,HOOT_LK7,HOOTLK3G_3    ,HOOTLK3G,86,,,
OTP   ,JAMESTN3,JAMESTN3_1    ,JAMESTN3,27.2,,,
OTP   ,JAMESTN3,JAMESTN3_2    ,JAMESTN3,27.2,,,
OTP   ,TORONTO7,TORONTO7_1    ,TORONTO7,27.1,,,
OVEC  ,06CLIFT3,06CLIFT3_1    ,06CLIFTY,207,,,
OVEC  ,06CLIFT3,06CLIFT3_2    ,06CLIFTY,208,,,
OVEC  ,06CLIFT3,06CLIFT3_3    ,06CLIFTY,193,,,
OVEC  ,06CLIFT3,06CLIFT3_4    ,06CLIFTY,199,,,
OVEC  ,06CLIFT3,06CLIFT3_5    ,06CLIFTY,202,,,
OVEC  ,06CLIFT3,06CLIFT3_6    ,06CLIFTY,200,,,
OVEC  ,06KYGER ,06KYGER_1     ,06KYGER ,210,,,
OVEC  ,06KYGER ,06KYGER_2     ,06KYGER ,204,,,
OVEC  ,06KYGER ,06KYGER_3     ,06KYGER ,198,,,
OVEC  ,06KYGER ,06KYGER_4     ,06KYGER ,195,,,
OVEC  ,06KYGER ,06KYGER_5     ,06KYGER ,183,,,
PECO  ,CHESTR_W,LAMOKIN4_1    ,LAMOKIN4,0,,,
PECO  ,CHESTR_W,LAMOKIN5_1    ,LAMOKIN5,0,,,
PECO  ,CHSTR7_9,CHSTR7_9_1    ,CHSTR7-9,13,,,
PECO  ,CHSTR7_9,CHSTR7_9_2    ,CHSTR7-9,13,,,
PECO  ,CHSTR7_9,CHSTR7_9_3    ,CHSTR7-9,13,,,
PECO  ,CONOWG01,CONOW1_2_1    ,CONOW1-2,36,,,
PECO  ,CONOWG01,CONOW1_2_2    ,CONOW1-2,36,,,
PECO  ,CONOWG01,CONOW3_4_1    ,CONOW3-4,36,,,
PECO  ,CONOWG01,CONOW3_4_2    ,CONOW3-4,36,,,
PECO  ,CONOWG01,CONOW5_6_1    ,CONOW5-6,36,,,
PECO  ,CONOWG01,CONOW5_6_2    ,CONOW5-6,36,,,
PECO  ,CONOWG01,CONOW7_1      ,CONOW7  ,36,,,
PECO  ,CONOWG03,CON10_11_1    ,CON10-11,65,,,
PECO  ,CONOWG03,CON10_11_2    ,CON10-11,65,,,
PECO  ,CONOWG03,CONOW8_9_1    ,CONOW8-9,65,,,
PECO  ,CONOWG03,CONOW8_9_2    ,CONOW8-9,65,,,
PECO  ,CROMB1  ,CROMBY_1_1    ,CROMBY 1,144,,,
PECO  ,CROMB1  ,CROMBY_2_1    ,CROMBY 2,201,,,
PECO  ,CROMB1  ,CROMBY_2_2    ,CROMBY 2,3,,,
PECO  ,CROYDN11,CROYDN11_1    ,CROYDN11,47,,,
PECO  ,CROYDN12,CROYDN12_1    ,CROYDN12,47,,,
PECO  ,CROYDN21,CROYDN21_1    ,CROYDN21,45,,,
PECO  ,CROYDN22,CROYDN22_1    ,CROYDN22,47,,,
PECO  ,CROYDN31,CROYDN31_1    ,CROYDN31,48,,,
PECO  ,CROYDN32,CROYDN32_1    ,CROYDN32,45,,,
PECO  ,CROYDN41,CROYDN41_1    ,CROYDN41,49,,,
PECO  ,CROYDN42,CROYDN42_1    ,CROYDN42,45,,,
PECO  ,DELAWAR1,DELAWRUR_1    ,DELAWRUR,3,,,
PECO  ,DELCOTAP,DELCOMSW_1    ,DELCOMSW,75,,,
PECO  ,DELWARE8,DELWARE8_1    ,DELWARE8,124,,,
PECO  ,DELWARET,DELWARET_1    ,DELWARE7,126,,,
PECO  ,DLW11_12,DLW11_12_1    ,DLW11-12,15,,,
PECO  ,DLW11_12,DLW11_12_2    ,DLW11-12,18,,,
PECO  ,DLWR9_10,DLWR9_10_1    ,DLWR9-10,17,,,
PECO  ,DLWR9_10,DLWR9_10_2    ,DLWR9-10,15,,,
PECO  ,EDDYST11,EDDYST10_1    ,EDDYST10,14,,,
PECO  ,EDDYST11,EDDYST1S_H    ,EDDYSTN1,139.5,,,
PECO  ,EDDYST11,EDDYST1S_L    ,EDDYSTN1,139.5,,,
PECO  ,EDDYST2 ,EDDYSTN3_1    ,EDDYSTN3,380,,,
PECO  ,EDDYST2 ,EDDYSTN4_1    ,EDDYSTN4,380,,,
PECO  ,EDDYST2 ,EDY30_40_1    ,EDY30-40,17,,,
PECO  ,EDDYST2 ,EDY30_40_2    ,EDY30-40,17,,,
PECO  ,EDDYST21,EDDYST20_1    ,EDDYST20,18,,,
PECO  ,EDDYST21,EDDYST2S_H    ,EDDYSTN2,151,,,
PECO  ,EDDYST21,EDDYST2S_L    ,EDDYSTN2,151,,,
PECO  ,FALLS_1 ,FALLS1_3_1    ,FALLS1-3,17,,,
PECO  ,FALLS_1 ,FALLS1_3_2    ,FALLS1-3,16,,,
PECO  ,FALLS_1 ,FALLS1_3_3    ,FALLS1-3,17,,,
PECO  ,GRAYSFRY,GFCP_1        ,GFCP    ,58,,,
PECO  ,GRAYSFRY,GFCP_2        ,GFCP    ,120,,,
PECO  ,GRAYSFRY,SCHYLABC_1    ,SCHYLABC,2,,,
PECO  ,GRAYSFRY,SCHYLKL1_1    ,SCHYLKL1,166,,,
PECO  ,GRWLNDFL,GRWLNDFL_1    ,GRWLNDFL,7,,,
PECO  ,LAMOKIN6,LAMOKIN6_1    ,LAMOKIN6,0,,,
PECO  ,LIMERIC2,LIMERCK1_1    ,LIMERCK1,1155,,,
PECO  ,MDDYRN06,MDYRN1_2_1    ,MDYRN1-2,110,,,
PECO  ,MDDYRN06,MDYRN1_2_2    ,MDYRN1-2,120,,,
PECO  ,MDDYRN06,MDYRN3_4_1    ,MDYRN3-4,110,,,
PECO  ,MDDYRN06,MDYRN3_4_2    ,MDYRN3-4,120,,,
PECO  ,MDDYRN07,MDYRN5_6_1    ,MDYRN5-6,110,,,
PECO  ,MDDYRN07,MDYRN5_6_2    ,MDYRN5-6,110,,,
PECO  ,MDDYRN07,MDYRN7_8_1    ,MDYRN7-8,110,,,
PECO  ,MDDYRN07,MDYRN7_8_2    ,MDYRN7-8,120,,,
PECO  ,MERCT   ,MERCT_1       ,MERCK   ,26,,,
PECO  ,MOSER_1 ,MOSER1_3_1    ,MOSER1-3,16,,,
PECO  ,MOSER_1 ,MOSER1_3_2    ,MOSER1-3,16,,,
PECO  ,MOSER_1 ,MOSER1_3_3    ,MOSER1-3,16,,,
PECO  ,PLYMTG  ,MONTGMSW_1    ,MONTGMSW,28,,,
PECO  ,RICHMD91,RICHMD91_1    ,RICHMD91,48,,,
PECO  ,RICHMD92,RICHMD92_1    ,RICHMD92,48,,,
PECO  ,RICHMONO,RCHMD3FQ_1    ,RCHMD3FQ,0,,,
PECO  ,RICHMONO,RCHMD4FQ_1    ,RCHMD4FQ,0,,,
PECO  ,S_T_MAIN,FAIRLESS_1    ,FAIRLESS,30,,,
PECO  ,S_T_MAIN,FAIRLESS_2    ,FAIRLESS,30,,,
PECO  ,SCHYLK10,SCHYLK10_1    ,SCHYLK10,18,,,
PECO  ,SCHYLK11,SCHYLK11_1    ,SCHYLK11,17,,,
PECO  ,SCHYLKL3,SCHYLKL3_1    ,SCHYLKL3,53,,,
PECO  ,SCOTTPAO,SCOTTPAT_1    ,SCOTTPAP,49,,,
PECO  ,SOUTHWK5,STHWK3_4_1    ,STHWK3-4,13,,,
PECO  ,SOUTHWK5,STHWK3_4_2    ,STHWK3-4,14,,,
PECO  ,SOUTHWK6,STHWK5_6_1    ,STHWK5-6,13,,,
PECO  ,SOUTHWK6,STHWK5_6_2    ,STHWK5-6,14,,,
PECO  ,SUN_OIO ,SUN_OIT_1     ,SUN OIL ,46,,,
PJM   ,CLVT_CLF,C_CLF_G1_1    ,C CLF G1,835,,,
PJM   ,CLVT_CLF,C_CLF_G2_1    ,C CLF G2,840,,,
PJM   ,CONEM_GH,CONE_G1_L     ,CONE G1 ,445.4,,,
PJM   ,CONEM_GH,CONE_G1_H     ,CONE G1 ,404.6,,,
PJM   ,CONEM_GH,CONE_G2_L     ,CONE G2 ,445.4,,,
PJM   ,CONEM_GH,CONE_G2_H     ,CONE G2 ,404.6,,,
PJM   ,HOPE_CRK,HOPE_CG1_1    ,HOPE CG1,1031,,,
PJM   ,KEYSTON5,KEYS_G1_H     ,KEYS G1 ,432.6,,,
PJM   ,KEYSTON5,KEYS_G1_L     ,KEYS G1 ,417.4,,,
PJM   ,KEYSTON5,KEYS_G2_H     ,KEYS G2 ,432.6,,,
PJM   ,KEYSTON5,KEYS_G2_L     ,KEYS G2 ,417.4,,,
PJM   ,LIMERIC5,LIMERCK2_1    ,LIMERCK2,1155,,,
PJM   ,PEACHBTM,PCHBTM_2_1    ,PCHBTM 2,1093.44,,,
PJM   ,PEACHBTM,PCHBTM_3_1    ,PCHBTM 3,1093,,,
PJM   ,SALE5   ,SALEM_G1_1    ,SALEM G1,1106,,,
PJM   ,SALE5   ,SALEM_G2_1    ,SALEM G2,1106,,,
PJM   ,SUSQHANA,SUSQ_2_1      ,SUSQ 2  ,1110,,,
RKRD  ,ROCKY_RP,ROCKY_RP_1    ,ROCKY;RP,110,,,
RKRD  ,ROCKY_RP,ROCKY_RP_2    ,ROCKY;RP,110,,,
RKRD  ,ROCKY_RP,ROCKY_RP_3    ,ROCKY;RP,30,,,
SCEG  ,1MCWILMS,3MCWILMS_3    ,3MCWILMS,23.03,,,
SCEG  ,1MCWILMS,3MCWILMS_4    ,3MCWILMS,106.16,,,
SCEG  ,1MCWILMS,1MCWILMS_1    ,1MCWILMS,9.01,,,
SCEG  ,1MCWILMS,1MCWILMS_2    ,1MCWILMS,9.01,,,
SCEG  ,1PORTLND,1PORTLND_C    ,1PORTLND,10,,,
SCEG  ,1RVFALH ,1RVFALH_H     ,1RVFALH ,8,,,
SCEG  ,3BUSHY_P,1BPGT1_2_1    ,1BPGT1&2,24.5,,,
SCEG  ,3BUSHY_P,1BPGT1_2_2    ,1BPGT1&2,24.5,,,
SCEG  ,3COIT   ,3COIT_1       ,3COIT   ,32,,,
SCEG  ,3GRAINGR,12GRAIN1_1    ,12GRAIN1,85.13,,,
SCEG  ,3GRAINGR,12GRAIN2_1    ,12GRAIN2,85.13,,,
SCEG  ,3HAGOOD ,1HAG_GT_1     ,1HAG GT ,95.14,,,
SCEG  ,3HHGT   ,12HHGT3_1     ,12HHGT3 ,57,,,
SCEG  ,3HHGT   ,12HHGT_1_1    ,12HHGT 1,20,,,
SCEG  ,3HHGT   ,12HHGT_2_1    ,12HHGT 2,20,,,
SCEG  ,3MCINT_T,3MCINT_T_1    ,3MCINT T,15,,,
SCEG  ,3MCINTCT,3MCINTCT_2    ,3MCINTCT,113,,,
SCEG  ,3MCINTCT,3MCINTCT_3    ,3MCINTCT,113,,,
SCEG  ,3MCINTSH,3MCINTSH_1    ,3MCINTSH,110,,,
SCEG  ,3MCMEEKI,1MCM_1_1      ,1MCM 1  ,70.1,,,
SCEG  ,3MCMEEKI,1MCM_1_2      ,1MCM 1  ,56.08,,,
SCEG  ,3MCMEEKI,1MCM_2_1      ,1MCM 2  ,70.1,,,
SCEG  ,3MCMEEKI,1MCM_2_2      ,1MCM 2  ,56.08,,,
SCEG  ,3MYRT_BC,12MBGT3_1     ,12MBGT3 ,20,,,
SCEG  ,3MYRT_BC,12MBGT4_1     ,12MBGT4 ,20,,,
SCEG  ,3MYRT_BC,12MBGT5_1     ,12MBGT5 ,30,,,
SCEG  ,3MYRT_BC,12MBGT_1_1    ,12MBGT 1,10.02,,,
SCEG  ,3MYRT_BC,12MBGT_2_1    ,12MBGT 2,10.02,,,
SCEG  ,3PARR115,1PAR_HYD_A    ,1PAR HYD,13.22,,,
SCEG  ,3PARR115,1PARR1_2_A    ,1PARR1&2,100,,,
SCEG  ,3PARR115,1PARR3_4_C    ,1PARR3&4,100,,,
SCEG  ,3SALUDA ,1SALUDA1_1    ,1SALUDA1,34.05,,,
SCEG  ,3SALUDA ,1SALUDA2_2    ,1SALUDA2,34.05,,,
SCEG  ,3SALUDA ,1SALUDA3_3    ,1SALUDA3,34.05,,,
SCEG  ,3SALUDA ,1SALUDA4_4    ,1SALUDA4,34.05,,,
SCEG  ,3SALUDA ,1SALUDA5_5    ,1SALUDA5,70,,,
SCEG  ,3ST_STEP,12STEP_1_1    ,12STEP 1,28.04,,,
SCEG  ,3ST_STEP,12STEP_2_1    ,12STEP 2,28.04,,,
SCEG  ,3ST_STEP,12STEP_3_1    ,12STEP 3,28.04,,,
SCEG  ,3STA41  ,3STA41_1      ,3STA#41 ,30.05,,,
SCEG  ,3STEVN_C,3STEVN_C_1    ,3STEVN C,18,,,
SCEG  ,3URQHART,1URQGT_1      ,1URQGT  ,10,,,
SCEG  ,3URQHART,1URQGT_2      ,1URQGT  ,10,,,
SCEG  ,3URQHART,1URQ_GT_1     ,1URQ GT ,43,,,
SCEG  ,3URQHART,1URQ_1_1      ,1URQ 1  ,93.75,,,
SCEG  ,3URQHART,1URQ_2_2      ,1URQ 2  ,93.75,,,
SCEG  ,3URQHART,1URQ_3_3      ,1URQ 3  ,125,,,
SCEG  ,3WEST_VA,1WVACO_1      ,1WVACO  ,93.14,,,
SCEG  ,3WILL_ST,3WILL_ST_1    ,3WILL ST,10,,,
SCEG  ,6BURTON ,3BURTONT_1    ,3BURTONT,30,,,
SCEG  ,6CANADYS,1CANADY1_1    ,1CANADY1,125.19,,,
SCEG  ,6CANADYS,1CANADY2_2    ,1CANADY2,125.19,,,
SCEG  ,6CANADYS,1CANADY3_3    ,1CANADY3,210.31,,,
SCEG  ,6COPE   ,1COPE_1       ,1COPE   ,420.62,,,
SCEG  ,6CROSS  ,12CROSS1_1    ,12CROSS1,620.92,,,
SCEG  ,6CROSS  ,12CROSS2_1    ,12CROSS2,540.8,,,
SCEG  ,6FABER_P,1FABER_G_1    ,1FABER G,9,,,
SCEG  ,6FF1_2  ,1FF_1G_1      ,1FF #1G ,64,,,
SCEG  ,6FF1_2  ,1FF_2G_2      ,1FF #2G ,64,,,
SCEG  ,6FF3_4  ,1FF_3G_3      ,1FF #3G ,64,,,
SCEG  ,6FF3_4  ,1FF_4G_4      ,1FF #4G ,64,,,
SCEG  ,6FF5_6  ,1FF_5G_5      ,1FF #5G ,64,,,
SCEG  ,6FF5_6  ,1FF_6G_6      ,1FF #6G ,64,,,
