North American Gas and Power ,,,,,,,,,,,,,,,,,,
Global Contract Report,,,,,,,,,,,,,,,,,,
,,,,,Commodity-Type and Associated Contract Numbers,,,,,,RANK,,,,Notional Value,,,
"Niagara Mohawk Energy Marketing, Inc. (fka Plum Street)",62604,681843,Master Energy Purchase and Sale Agreement,,,,96008842,,,,202,114,,,141593,2285,,
"Helmerich & Payne Energy Services, Inc.",5444,500000,GISB Base Contract 6.3.1,Enron North America Corp.,,96029094,,,,,203,,,,132218,,,
"Helmerich & Payne Energy Services, Inc.",5444,500000,Master Purchase Sale Spot,Enron North America Corp.,,96000581,,,,,203,,,,132218,,,
"Helmerich & Payne Energy Services, Inc.",5444,500000,Netting Agreement,Enron North America Corp.,,96032256,,,,,203,,,,132218,,,
"Helmerich & Payne Energy Services, Inc.",5444,500000,No Active Financial Contracts,,,,,,,,203,,,,132218,,,
"Sithe Power Marketing, L.P.",74533,799909,GTC Sale Spot,Enron North America Corp.,,96032045,,,,,204,60,,,124481,289898,,
"Sithe Power Marketing, L.P.",74533,799909,No Active Financial Contracts,,,,,,,,204,60,,,124481,289898,,
"Sithe Power Marketing, L.P.",74533,799909,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96063478,,,,,204,60,,,124481,289898,,
Interstate Power Company,118,10000000,GTC Purchase Spot,Enron North America Corp.,,96018757,,,,,205,,,,121556,,,
Interstate Power Company,118,10000000,GTC Sale Spot,Enron North America Corp.,,96048074,,,,,205,,,,121556,,,
Interstate Power Company,118,10000000,Master Purchase Sale Firm,Enron North America Corp.,,96000712,,,,,205,,,,121556,,,
Interstate Power Company,118,10000000,Master Sale Spot,Enron North America Corp.,,96000710,,,,,205,,,,121556,,,
Interstate Power Company,118,10000000,No Active Financial Contracts,,,,,,,,205,,,,121556,,,
AEC Storage and Hub Services Inc.,72509,10000,GTC Sale Spot,Enron North America Corp.,,96060414,,,,,206,,,,120562,,,
AEC Storage and Hub Services Inc.,72509,10000,No Active Financial Contracts,,,,,,,,206,,,,120562,,,
AEC Storage and Hub Services Inc.,72509,10000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96062425,,,,,206,,,,120562,,,
Wild Goose Storage Inc.,66874,10000,GTC Purchase Spot,Enron North America Corp.,,96032314,,,,,207,,,,115000,,,
Wild Goose Storage Inc.,66874,10000,GTC Sale Spot,Enron North America Corp.,,96021282,,,,,207,,,,115000,,,
Wild Goose Storage Inc.,66874,10000,No Active Financial Contracts,,,,,,,,207,,,,115000,,,
Wild Goose Storage Inc.,66874,10000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96041810,,,,,207,,,,115000,,,
Retex Inc.,71096,713521,General Terms and Conditions Sale Firm,Enron North America Corp.,,96091325,,,,,208,,,,98379,,,
Retex Inc.,71096,713521,GISB Base Contract 6.3.1,Enron North America Corp.,,96010081,,,,,208,,,,98379,,,
Retex Inc.,71096,713521,Netting Agreement,Enron North America Corp.,,96027136,,,,,208,,,,98379,,,
Retex Inc.,71096,713521,No Active Financial Contracts,,,,,,,,208,,,,98379,,,
Retex Inc.,71096,713521,OnLine GTC Gas Long-Term Firm with Collateral,Enron North America Corp.,,96083930,,,,,208,,,,98379,,,
Retex Inc.,71096,713521,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96042999,,,,,208,,,,98379,,,
Superior Natural Gas Corporation,2970,179520,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96060521,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,General Terms and Conditions Sale Firm,Enron North America Corp.,,96088578,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,GISB Base Contract 6.3.1,Enron North America Corp.,,96029153,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,GTC Purchase Spot,ENA Upstream Company LLC,,96067311,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,Master Purchase Spot,Enron North America Corp.,,96015135,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,Netting Agreement,Enron North America Corp.,,96007439,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,No Active Financial Contracts,,,,,,,,209,,,,94000,,,
Superior Natural Gas Corporation,2970,179520,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96052897,,,,,209,,,,94000,,,
"MarkWest Hydrocarbon, Inc.",51880,766195,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96057698,,,,,,210,,,,74568,,,
"MarkWest Hydrocarbon, Inc.",51880,766195,GISB Base Contract 6.3.1,Enron North America Corp.,,96081582,,,,,210,,,,74568,,,
"MarkWest Hydrocarbon, Inc.",51880,766195,Master Purchase Sale Firm,Enron North America Corp.,,96063570,,,,,210,,,,74568,,,
"MarkWest Hydrocarbon, Inc.",51880,766195,Processing Agreement,Enron North America Corp.,,96052730,,,,,210,,,,74568,,,
"Scana Energy Marketing, Inc.",46565,4185887,Excess Gas Purchase,Enron North America Corp.,,96004322,,,,,211,,,,74310,,,
"Scana Energy Marketing, Inc.",46565,4185887,GISB Base Contract 6.3.1,Enron North America Corp.,,96029014,,,,,211,,,,74310,,,
"Scana Energy Marketing, Inc.",46565,4185887,Master Purchase/Sale Firm and Interruptible,Enron North America Corp.,,96029507,,,,,211,,,,74310,,,
"Scana Energy Marketing, Inc.",46565,4185887,Netting Agreement,Enron North America Corp.,,96019019,,,,,211,,,,74310,,,
"Scana Energy Marketing, Inc.",46565,4185887,No Active Financial Contracts,,,,,,,,211,,,,74310,,,
"Scana Energy Marketing, Inc.",46565,4185887,OnLine GTC Gas Long-Term Firm,Enron North America Corp.,,96044428,,,,,211,,,,74310,,,
"Westport Oil & Gas Company, Inc.",51275,1133370,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96020819,,,,,,212,,,,71500,,,
"Westport Oil & Gas Company, Inc.",51275,1133370,GTC Purchase Spot,ENA Upstream Company LLC,,96058247,,,,,212,,,,71500,,,
"Westport Oil & Gas Company, Inc.",51275,1133370,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96058745,,,,,212,,,,71500,,,
Alabama Gas Corporation,504,100000,Master Purchase Sale Firm,Enron North America Corp.,,96047953,,,,,213,,,,60000,,,
Alabama Gas Corporation,504,100000,Master Sale Interruptible,Enron North America Corp.,,96000310,,,,,213,,,,60000,,,
Alabama Gas Corporation,504,100000,No Active Financial Contracts,,,,,,,,213,,,,60000,,,
Alabama Gas Corporation,504,100000,Single Transaction Sale Firm and Spot,Enron North America Corp.,,96029226,,,,,213,,,,60000,,,
South Jersey Gas Company,2905,2000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96017793,,,,,214,,,,55000,,,
South Jersey Gas Company,2905,2000000,Master Purchase Spot,Enron North America Corp.,,96001408,,,,,214,,,,55000,,,
South Jersey Gas Company,2905,2000000,No Active Financial Contracts,,,,,,,,214,,,,55000,,,
Tristar Gas Marketing Company,11187,152456,EES-Natural Gas Sales/Purchase Agreement,"Enron Energy Services, Inc.",,96086954,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,GISB Base Contract 6.3.1,Enron North America Corp.,,96029056,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,GTC Purchase Spot,ENA Upstream Company LLC,,96058221,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,Master Purchase Sale Firm,Enron North America Corp.,,96037413,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,Master Purchase Sale Spot,ENA Upstream Company LLC,,96002715,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,Netting Agreement,Enron North America Corp.,,96019038,,,,,215,,,,54000,,,
Tristar Gas Marketing Company,11187,152456,No Active Financial Contracts,,,,,,,,215,,,,54000,,,
"Crosstex Energy Services, Ltd.",53244,400000,Enfolio Wellhead Pooling Point Purchase GTC,ENA Upstream Company LLC,,96077921,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96080829,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,General Terms and Conditions Sale Firm,ENA Upstream Company LLC,,96094497,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,GTC Purchase Spot,ENA Upstream Company LLC,,96058235,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,GTC Sale Spot,ENA Upstream Company LLC,,96063322,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,Master Purchase Sale Firm,Enron North America Corp.,,96039910,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,Master Purchase/Sale Firm and Interruptible,Enron North America Corp.,,96029862,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,Netting Agreement,Enron North America Corp.,,96019607,,,,,216,,,,37485,,,
"Crosstex Energy Services, Ltd.",53244,400000,No Active Financial Contracts,,,,,,,,216,,,,37485,,,
LG&E Energy Marketing Inc.,58177,1500000,Master Agreement (1992 - ECT Form),Enron North America Corp.,96000104,,,,,,217,58,,,37000,387905,,
LG&E Energy Marketing Inc.,58177,1500000,Master Energy Purchase and Sale Agreement,,,,96004358,,,,217,58,,,37000,387905,,
LG&E Energy Marketing Inc.,58177,1500000,Master Purchase Sale Firm,Enron North America Corp.,,96003333,,,,,217,58,,,37000,387905,,
LG&E Energy Marketing Inc.,58177,1500000,Master Purchase Sale Spot,Enron North America Corp.,,96003324,,,,,217,58,,,37000,387905,,
LG&E Energy Marketing Inc.,58177,1500000,Netting Agreement,Enron North America Corp.,,96019089,,,,,217,58,,,37000,387905,,
Peoples Energy Corporation,3977,9335907,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96038388,,,,,,218,,,,30000,,,
Peoples Energy Corporation,3977,9335907,Administrative or Other Services,Enron North America Corp.,,96058539,,,,,218,,,,30000,,,
Peoples Energy Corporation,3977,9335907,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96033389,,,,,218,,,,30000,,,
"Pennaco Energy, Inc.",77150,2400000,GTC Purchase Spot,Enron North America Corp.,,96038239,,,,,219,,,,16400,,,
"Pennaco Energy, Inc.",77150,2400000,No Active Financial Contracts,,,,,,,,219,,,,16400,,,
"Pennaco Energy, Inc.",77150,2400000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96052969,,,,,219,,,,16400,,,
Edison Mission Energy,55915,0,GTC Sale Spot,Enron North America Corp.,,96030292,,,,,220,,,,10000,,,
Edison Mission Energy,55915,0,No Active Financial Contracts,,,,,,,,220,,,,10000,,,
Edison Mission Energy,55915,0,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96031824,,,,,220,,,,10000,,,
Delmarva Power & Light Company,1163,80000000,EES-Natural Gas Sales/Purchase Agreement,"Enron Energy Services, Inc.",,96083598,,,,,221,,,,10000,,,
Delmarva Power & Light Company,1163,80000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96041751,,,,,221,,,,10000,,,
Delmarva Power & Light Company,1163,80000000,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,221,,,,10000,,,
Delmarva Power & Light Company,1163,80000000,Netting Agreement,Enron North America Corp.,,96027052,,,,,221,,,,10000,,,
Delmarva Power & Light Company,1163,80000000,No Active Financial Contracts,,,,,,,,221,,,,10000,,,
"Memphis Light, Gas, and Water Division",36857,8183833,Master Purchase/Sale Firm and Interruptible,Enron North America Corp.,,96002360,,,,,222,,,,10000,,,
"Memphis Light, Gas, and Water Division",36857,8183833,No Active Financial Contracts,,,,,,,,222,,,,10000,,,
Piedmont Natural Gas Company Inc.,171,12000000,GTC Purchase Spot,Enron North America Corp.,,96005001,,,,,223,,,,10000,,,
Piedmont Natural Gas Company Inc.,171,12000000,GTC Sale Spot,Enron North America Corp.,,96004199,,,,,223,,,,10000,,,
Piedmont Natural Gas Company Inc.,171,12000000,No Active Financial Contracts,,,,,,,,223,,,,10000,,,
Piedmont Natural Gas Company Inc.,171,12000000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96042781,,,,,223,,,,10000,,,
Northern Indiana Public Service Company,154,78566202,Administrative or Other Services,Enron North America Corp.,,96050977,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,GTC Gas Exchange,"enovate, L.L.C.",,96064327,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Master Purchase/Sale Firm and Interruptible,Enron North America Corp.,,96038535,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Netting Agreement,Enron North America Corp.,,96019057,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,No Active Financial Contracts,,,,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Parking,"enovate, L.L.C.",,96057145,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Pooling Agreement,"enovate, L.L.C.",,96058888,,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Power Sale Agreement,,,,95001078,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Service Agreement under Power Sales Tariff,,,,96000079,,,,224,24,,,5132,5176246,,
Northern Indiana Public Service Company,154,78566202,Single Transaction Sale Spot,Enron North America Corp.,,96001202,,,,,224,24,,,5132,5176246,,
Riley Natural Gas Company,26536,400000,Agency Agreement,Enron North America Corp.,,96035886,,,,,225,,,,5000,,,
Riley Natural Gas Company,26536,400000,Gathering,Enron North America Corp.,,96035909,,,,,225,,,,5000,,,
Riley Natural Gas Company,26536,400000,Master Purchase/Sale Firm and Spot,Enron North America Corp.,,96029504,,,,,225,,,,5000,,,
Riley Natural Gas Company,26536,400000,No Active Financial Contracts,,,,,,,,225,,,,5000,,,
Riley Natural Gas Company,26536,400000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96062646,,,,,225,,,,5000,,,
Metropolitan Utilities District,2160,808456,General Terms and Conditions Sale Firm,Enron North America Corp.,,96062421,,,,,226,,,,5000,,,
Metropolitan Utilities District,2160,808456,GTC Purchase Spot,Enron North America Corp.,,96002461,,,,,226,,,,5000,,,
Metropolitan Utilities District,2160,808456,GTC Sale Spot,Enron North America Corp.,,96002877,,,,,226,,,,5000,,,
Metropolitan Utilities District,2160,808456,Master Purchase Sale Firm,Enron North America Corp.,,96096099,,,,,226,,,,5000,,,
Metropolitan Utilities District,2160,808456,No Active Financial Contracts,,,,,,,,226,,,,5000,,,
Metropolitan Utilities District,2160,808456,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96041229,,,,,226,,,,5000,,,
"Lakeland, City Of",5310,6050189,GISB Base Contract,Enron North America Corp.,,96030003,,,,,227,,,,4625,,,
"Lakeland, City Of",5310,6050189,No Active Financial Contracts,,,,,,,,227,,,,4625,,,
"Lakeland, City Of",5310,6050189,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96070488,,,,,227,,,,4625,,,
AEC Marketing,53368,500000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013786,,,,39,,,,6278300,
"AEC Storage and Hub Services, a business unit of Alberta Energy Company Ltd",56586,0,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96016173,,,,59,,,,1722000,
"AES Eastern Energy, L.P.",81266,400000,Master Power Purchase and Sale Agreement,,,,96058625,,,,,98,,,,17588,,
AltaGas Services Inc.,28238,995157,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96066392,,,,53,,,,2122700,
"Ameren Energy, Inc., as Agent for Union Electric and Central Illinois",(blank),,Service Agreement for Market Based Rate Power Sales,,,,96041870,,,,,,,,,,,
American Electric Power Service Corporation,26269,32855323,Power Sales Agreement,,,,96009967,,,,,5,,,,37437682,,
American Electric Power Service Corporation,26269,32855323,Power Sales Tariff-Market Rates Service Agreement,,,,96014731,,,,,5,,,,37437682,,
American Municipal Power-Ohio Inc.,553,400000,Agreement,,,,95001014,,,,,102,,,,8568,,
Anadarko Canada Corporation,34880,4000000,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96032264,,,,36,,,,6560000,
Anderson Exploration,56786,0,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96067431,,,,72,,,,427000,
ANP Marketing Company,79594,3150179,Master Power Purchase and Sale Agreement,,,,96059661,,,,,37,,,,2238342,,
Aquila Canada Corp.,50591,5302069,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,,,,96057035,,,,,,4,,,,84486
ATCO Midstream Ltd.,56624,1000000,Online Canadian Firm Gas GTC with Collateral,Enron Canada Corp.,,,,,96038069,,,,67,,,,657000,
Avista Corporation - Washington Water Power Division,64517,0,Service Agreement (Market Based Rates),,,,96004767,,,,,90,,,,25787,,
"Bank One, National Association",71593,15000000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,,,,95000331,,,,,,,,,,
Baytex Energy Ltd.,58104,1910058,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96017238,,,,74,,,,367400,
BC Gas Utility Ltd.,46749,12000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96045241,,,,71,,,,480000,
Bonneville Power Administration,754,2500000,"Agreement to Enable Future Purchases, Sales and Exchanges of Power and Other Services",,,,96038542,,,,,68,,,,141855,,
BP Canada Energy Company,66918,8398296,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013792,,,,6,,,,91009572,
Bridgeline Gas Distribution LLC,75297,,Transportation,Enron North America Corp.,,96034806,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96060523,,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,GISB Base Contract,Enron North America Corp.,,96034800,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,GISB Base Contract 6.3.1,ENA Upstream Company LLC,,96062744,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,GTC Purchase Spot,ENA Upstream Company LLC,,96061801,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,GTC Sale Spot,ENA Upstream Company LLC,,96058313,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,,,,,,,,
Bridgeline Gas Marketing LLC,75302,40000000,Master Purchase Sale Firm,Enron North America Corp.,,96034791,,,,,,,,,,,,
"Bridgeline Holdings, L.P.",75181,,Transportation,Enron North America Corp.,,96034809,,,,,,,,,,,,
"Bridgeline Storage Company, LLC",75299,,Storage,Enron North America Corp.,,96034658,,,,,,,,,,,,
Burlington Resources Canada Energy Ltd.,10253,15487913,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013928,,,,88,,,,30000,
Canadian Hunter Exploration Ltd.,10255,250000,Master Purchase/Sale Firm < 31 Days,Enron Canada Corp.,,,,,96014225,,,,48,,,,2550000,
"Cargill Energy Trading Canada, Inc.",66073,1000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96091576,,,,35,,,,6652650,
"Cargill-Alliant, LLC",59207,1676850,Master Energy Purchase and Sale Agreement,,,,96018786,,,,,18,,,,7404581,,
Carolina Power & Light Company,27457,74043722,Master Power Purchase and Sale Agreement,,,,96064295,,,,,40,,,,1966740,,
Carolina Power & Light Company,27457,74043722,Service Agreement (Market-Based Wholesale Power Sales Tariff,,,,96064295,,,,,40,,,,1966740,,
Central Hudson Gas & Electric Corporation,879,27711172,Power Purchase and Sale Agreement,,,,95001028,,,,,110,,,,2856,,
Central Hudson Gas & Electric Corporation,879,27711172,Service Agreement,,,,96000133,,,,,110,,,,2856,,
Chevron Canada Resources,58982,100000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96014321,,,,50,,,,2380750,
Chevron Canada Resources,58982,100000,Power Master Bilateral,Enron Canada Corp.,,,,,,96070473,,,50,,,,2380750,
CIBC World Markets PLC,75671,9997628,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96038971,,,,64,,,,1070000,
Cinergy Canada Inc.,118945,1402701,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96091581,,,,77,,,,193250,
"CINergy Services, Inc. (Partially terminates 5/1/99)",29335,4456296,"First Supplemental Agreement to the Interchange Agreement dated June 1, 1994",,,,96000149,,,,,19,,,,7356475,,
Colorado River Commission (an agency of the State of Nevada),26303,150000,Agreement (Unilateral EPMI Sales),,,,95001118,,,,,111,,,,2856,,
Colorado River Commission (an agency of the State of Nevada),26303,150000,Master Energy Purchase and Sale Agreement,,,,96043185,,,,,111,,,,2856,,
Connecticut Municipal Electric Energy Cooperative,49220,100000,Master Power Purchase and Sale Agreement,,,,96055709,,,,,120,,,,571,,
Conoco Canada Limited,11107,95382862,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013926,,,,61,15,,,1602000,888
"Conoco Gas and Power Marketing, a division of Conoco Inc.",109932,0,Master Power Purchase and Sale Agreement,,,,96063561,,,,,69,,,,132140,,
Coral Energy Canada Inc.,53876,1000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013797,,,,14,,,,46185771,
"Coral Power, L.L.C.",49694,98244418,Master Power Purchase and Sale Agreement,,,,96087740,,,,,15,,,,11826583,,
"Dayton Power and Light Company, The",1156,84669128,Master Power Purchase and Sale Agreement,,,,96053797,,,,,56,,,,423307,,
Dominion Exploration Canada Ltd.,62449,947323,Online Canadian Firm Gas GTC with Collateral,Enron Canada Corp.,,,,,96030189,,,,86,,,,50000,
Dominion Exploration Canada Ltd. (previously Domcan East Alberta Ltd.),62449,947323,Online Canadian Firm Gas GTC with Collateral,Enron Canada Corp.,,,,,96030189,,,,86,,,,50000,
"Dynegy Power Marketing, Inc.",71108,12000000,Master Energy Purchase and Sale Agreement,,,,96020035,,,,,11,,,,24127875,,
East Bay Municipal Utility District,94025,4000000,Master Power Purchase and Sale Agreement,,,,96063173,,,,,121,,,,34,,
Edison Mission Marketing & Trading Inc (merge/ Citizens Power Sales LLC,65940,5998393,Power Purchase and Sale Agreement,,,,95001033,,,,,47,,,,937116,,
El Paso Electric Company,1264,500000,Master Power Purchase and Sale Agreement,,,,96057572,,,,,101,,,,9258,,
"Encore Energy Solutions, L.P.",88408,10705220,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,,,,96093729,,,,,,9,,,,14460
Engage Energy America LLC,94109,7182290,Master Power Purchase and Sale Agreement,,,,96062547,,,,,38,,,,2091254,,
ENMAX Energy Corporation,93623,2000000,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,,,,96058748,,,,,,10,,,,11862
Eugene Water & Electric Board,26596,150000,Enabling Agreement,,,,95001106,,,,,93,,,,23910,,
"Exelon Generation Company, LLC",93110,7951875,Master Power Purchase and Sale Agreement,,,,96044769,,,,,32,,,,3656749,,
"Exelon Generation Company, LLC",93110,7951875,PECO Electric Tariff Volume No. 1,,,,96000030,,,,,32,,,,3656749,,
"Exelon Generation Company, LLC",93110,7951875,Power Purchase and Sale Agreement(EPMI Sales only),,,,95001099,,,,,32,,,,3656749,,
Florida Power Corporation,1424,54603651,Master Power Purchase and Sale Agreement,,,,96064296,,,,,106,,,,5141,,
Florida Power Corporation,1424,54603651,Service Agreement (Short-Form Market-Based Wholesale Power Sales Tariff,,,,96064296,,,,,106,,,,5141,,
Gen~Sys Energy (fka Dairyland Power Cooperative),(blank),,Master Power Purchase and Sale Agreement,,,,96060863,,,,,,,,,,,
"GPU Service, Inc.",71609,30000000,Letter Agreement,,,,96002759,,,,,,,,,,,
H.Q. Energy Services (U.S.) Inc.,(blank),,Master Agreement,,,,96020991,,,,,,,,,,,
"Hunt Oil Company of Canada, Inc.",87846,3000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96014479,,,,83,,,,93500,
Hydro-Quebec,54031,10000000,Master Agreement,,,,96022711,,,,,112,,,,2856,,
Idaho Power Company dba IDACORP ENERGY,(blank),,Service Agreement,,,,96000131,,,,,,,,,,,
Indianapolis Power & Light Company,31387,98193341,Master Power Purchase and Sale Agreement,,,,96058597,,,,,118,,,,1142,,
KeySpan Energy Canada Partnership,72352,517961,Canadian Firm Power GTC,Enron Canada Corp.,,,,,,96055826,,,82,,,,130000,
KeySpan Energy Canada Partnership,72352,517961,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96028370,,,,82,,,,130000,
KeySpan Gas East Corporation (Suspended CP),64448,,GTC Purchase Spot,Enron North America Corp.,,96043125,,,,,,,,,,,,
KeySpan Gas East Corporation (Suspended CP),64448,,GTC Sale Spot,Enron North America Corp.,,96043121,,,,,,,,,,,,
KeySpan Gas East Corporation (Suspended CP),64448,,Master Purchase Sale Firm,Enron North America Corp.,,96000788,,,,,,,,,,,,
"Merrill Lynch Capital Services, Inc.",2148,199295120,Master Energy Purchase and Sale Agreement,,,,96022326,,,,,71,,,,127465,,
"Midstream Energy Marketing, Inc.",76140,8000,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96038062,,,,85,,,,59200,
"Mirant Canada Energy Marketing, Ltd.",80245,1500000,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96043717,,,,12,,,,50018896,
Modesto Irrigation District,32441,7500000,Master Energy Purchase and Sale Agreement,,,,96021406,,,,,83,,,,46680,,
Murphy Oil Company Ltd.,32565,703024,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96028136,,,,56,,,,1965000,
New York State Electric & Gas Corporation,2336,80000000,Power Sale Agreement,,,,95001252,,,,,99,,,,16803,,
New York State Electric & Gas Corporation,2336,80000000,Service Agreement for Electric Power Sales Tariff (Vol. 4),,,,96008023,,,,,99,,,,16803,,
Northern California Power Agency,2397,250000,Agreement-Sale/Purchase -Energy,,,,95001080,,,,,82,,,,49003,,
Northstar Energy,62781,50000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013902,,,,65,,,,1010000,
Old Dominion Electric Cooperative,26141,200000,Master Power Purchase and Sale Agreement,,,,96060384,,,,,113,,,,2856,,
Oneok Power Marketing Company,64502,9343000,Master Energy Purchase and Sale Agreement,,,,96019069,,,,,62,,,,255339,,
"Ontario Power Generation, Inc. (assigned from Ontario Hydro)",66343,4030792,Transaction Agreement,,,,96008770,,,,,85,,,,42271,,
Pacificorp,2482,49539895,Master Power Purchase and Sale Agreement,,,,96062832,,,,,59,,,,348052,,
"Pacificorp Power Marketing, Inc.",50668,15551832,Master Energy Purchase and Sale Agreement,,,,96003694,,,,,72,,,,125693,,
PanCanadian Petroleum Limited,11157,79562186,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,,,,96016046,,,,,25,,,,10938372,
PanCanadian Petroleum Limited,11157,79562186,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013917,,,,25,,,,10938372,
Penn West Petroleum,58798,100000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013947,,,,46,,,,3139800,
Petro-Canada Oil and Gas,52868,1000000,Canadian Firm Power GTC,Enron Canada Corp.,,,,,,96062371,,,31,,,,6970000,
Petro-Canada Oil and Gas,52868,1000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013915,,,,31,,,,6970000,
"PG&E Energy Trading - Power, L.P.",57552,10000000,Master Energy Purchase and Sale Agreement,,,,96004859,,,,,9,,,,26674264,,
Powerex Corp.,51312,22383180,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96031255,,,54,68,,,555876,635933,
