EOLTRAN,DATE,TIME,COMBINED,DAY,USERNM,USER#,COUNTERPTY,ENRON,BEGDATE,ENDDATE,TENOR,QUAN,VOLUME,MEA,P,PRICEINDEX,QUOTED,INDEX,TRDPR,DISC,US000,TRADE,SETTL
1129186,2001-04-17 00:00:00,07:28:00,2001-04-17 07:28:00,MON,JTREAD,55109,HESS ENERG,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,15000,   ,L,NXC2      ,28.64,     ,28.63,    ,429,     ,     
1133904,2001-04-17 00:00:00,22:16:00,2001-04-17 22:16:00,MON,CRUDEB,55109,HESS ENERG,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,27.78,     ,27.78,    ,1389,     ,     
1134335,2001-04-18 00:00:00,06:12:00,2001-04-18 06:12:00,MON,JTREAD,55109,HESS ENERG,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC2      ,27.8,     ,27.79,    ,1390,     ,     
1140895,2001-04-19 00:00:00,07:40:00,2001-04-19 07:40:00,MON,JTREAD,55109,HESS ENERG,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,27.82,     ,27.82,    ,1391,     ,     
1146173,2001-04-20 00:00:00,06:28:00,2001-04-20 06:28:00,MON,CRUDEB,55109,HESS ENERG,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,15000,   ,S,NXC1      ,27.82,     ,27.82,    ,417,     ,     
751151,2001-01-08 00:00:00,20:45:00,2001-01-08 20:45:00,MON,RAJSET,120,J. ARON & ,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,26.59,     ,26.59,5.3,658,26.51,26.7
892408,2001-02-15 00:00:00,01:30:00,2001-02-15 01:30:00,MON,SETHIR,120,J. ARON & ,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,29.36,     ,29.36,    ,734,     ,     
902554,2001-02-19 00:00:00,03:04:00,2001-02-19 03:04:00,MON,VANRIE,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,29.59,     ,29.59,    ,739,     ,     
902556,2001-02-19 00:00:00,03:05:00,2001-02-19 03:05:00,MON,VANRIE,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,29.64,     ,29.63,    ,741,     ,     
902558,2001-02-19 00:00:00,03:05:00,2001-02-19 03:05:00,MON,VANRIE,120,J. ARON & ,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,29.58,     ,29.58,    ,739,     ,     
902559,2001-02-19 00:00:00,03:05:00,2001-02-19 03:05:00,MON,VANRIE,120,J. ARON & ,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,29.63,     ,29.62,    ,740,     ,     
902569,2001-02-19 00:00:00,03:08:00,2001-02-19 03:08:00,MON,VANRIE,120,J. ARON & ,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,29.68,     ,29.68,    ,742,     ,     
942687,2001-03-01 00:00:00,05:44:00,2001-03-01 05:44:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.48,     ,27.48,    ,687,     ,     
948168,2001-03-02 00:00:00,04:10:00,2001-03-02 04:10:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.94,     ,27.94,    ,698,     ,     
948248,2001-03-02 00:00:00,05:35:00,2001-03-02 05:35:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.92,     ,27.92,    ,698,     ,     
958600,2001-03-06 00:00:00,05:53:00,2001-03-06 05:53:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.53,     ,28.53,    ,713,     ,     
969952,2001-03-08 00:00:00,04:15:00,2001-03-08 04:15:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.91,     ,28.91,    ,722,     ,     
969953,2001-03-08 00:00:00,04:15:00,2001-03-08 04:15:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.93,     ,28.93,    ,723,     ,     
969977,2001-03-08 00:00:00,04:33:00,2001-03-08 04:33:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.93,     ,28.93,    ,723,     ,     
970390,2001-03-08 00:00:00,07:11:00,2001-03-08 07:11:00,MON,ERIKSA,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.81,     ,28.8,    ,720,     ,     
970621,2001-03-08 00:00:00,07:42:00,2001-03-08 07:42:00,MON,ERIKSA,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.81,     ,28.8,    ,720,     ,     
975704,2001-03-09 00:00:00,04:03:00,2001-03-09 04:03:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.29,     ,28.29,    ,707,     ,     
975880,2001-03-09 00:00:00,06:08:00,2001-03-09 06:08:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.33,     ,28.33,    ,708,     ,     
975882,2001-03-09 00:00:00,06:08:00,2001-03-09 06:08:00,MON,KMCKEN,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.35,     ,28.35,    ,708,     ,     
993134,2001-03-14 00:00:00,02:36:00,2001-03-14 02:36:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.39,     ,27.38,    ,684,     ,     
993211,2001-03-14 00:00:00,03:18:00,2001-03-14 03:18:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.43,     ,27.43,    ,685,     ,     
993292,2001-03-14 00:00:00,04:06:00,2001-03-14 04:06:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,27.51,     ,27.51,    ,687,     ,     
993331,2001-03-14 00:00:00,04:56:00,2001-03-14 04:56:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.53,     ,27.53,    ,688,     ,     
993348,2001-03-14 00:00:00,05:17:00,2001-03-14 05:17:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.55,     ,27.54,    ,688,     ,     
993363,2001-03-14 00:00:00,05:26:00,2001-03-14 05:26:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.57,     ,27.57,    ,689,     ,     
998660,2001-03-14 00:00:00,22:34:00,2001-03-14 22:34:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,26.51,     ,26.51,    ,662,     ,     
998663,2001-03-15 00:00:00,00:07:00,2001-03-15 00:07:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,26.53,     ,26.53,    ,663,     ,     
998760,2001-03-15 00:00:00,01:59:00,2001-03-15 01:59:00,MON,SETHIR,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,26.59,     ,26.59,    ,664,     ,     
1014858,2001-03-20 00:00:00,04:38:00,2001-03-20 04:38:00,MON,RIMBEY,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,26.26,     ,26.26,    ,656,     ,     
1014865,2001-03-20 00:00:00,04:56:00,2001-03-20 04:56:00,MON,RIMBEY,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,26.34,     ,26.34,    ,658,     ,     
1014937,2001-03-20 00:00:00,05:25:00,2001-03-20 05:25:00,MON,RIMBEY,120,J. ARON & ,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,10000,   ,S,NXC1      ,26.34,     ,26.34,    ,263,     ,     
1056889,2001-03-29 00:00:00,01:20:00,2001-03-29 01:20:00,MON,SETHIR,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.48,     ,26.48,    ,1324,     ,     
1118951,2001-04-12 00:00:00,04:44:00,2001-04-12 04:44:00,MON,KMCKEN,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,28.38,     ,28.37,    ,1419,     ,     
1134817,2001-04-18 00:00:00,07:45:00,2001-04-18 07:45:00,MON,KMCKEN,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.76,     ,27.76,    ,1388,     ,     
1140512,2001-04-19 00:00:00,04:42:00,2001-04-19 04:42:00,MON,KMCKEN,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.88,     ,27.87,    ,1394,     ,     
1140556,2001-04-19 00:00:00,05:32:00,2001-04-19 05:32:00,MON,KMCKEN,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.84,     ,27.84,    ,1392,     ,     
1140701,2001-04-19 00:00:00,06:56:00,2001-04-19 06:56:00,MON,KMCKEN,120,J. ARON & ,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.8,     ,27.79,    ,1390,     ,     
948473,2001-03-02 00:00:00,07:26:00,2001-03-02 07:26:00,MON,AMITGU,9409,MORGAN STA,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,27.82,     ,27.82,    ,695,     ,     
1020840,2001-03-21 00:00:00,04:10:00,2001-03-21 04:10:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.1,     ,26.1,    ,1305,     ,     
1031582,2001-03-22 00:00:00,19:13:00,2001-03-22 19:13:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.58,     ,26.58,    ,1329,     ,     
1031583,2001-03-22 00:00:00,19:14:00,2001-03-22 19:14:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.62,     ,26.62,    ,1331,     ,     
1031873,2001-03-23 00:00:00,04:17:00,2001-03-23 04:17:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.7,     ,26.7,    ,1335,     ,     
1031887,2001-03-23 00:00:00,04:37:00,2001-03-23 04:37:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.74,     ,26.74,    ,1337,     ,     
1036933,2001-03-26 00:00:00,03:05:00,2001-03-26 03:05:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,27.46,     ,27.45,    ,1373,     ,     
1056709,2001-03-28 00:00:00,19:53:00,2001-03-28 19:53:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.48,     ,26.48,    ,1324,     ,     
1056712,2001-03-28 00:00:00,21:47:00,2001-03-28 21:47:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.52,     ,26.52,    ,1326,     ,     
1057655,2001-03-29 00:00:00,07:44:00,2001-03-29 07:44:00,MON,AMITGU,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.48,     ,26.48,    ,1324,     ,     
1081515,2001-04-04 00:00:00,02:27:00,2001-04-04 02:27:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,26.64,     ,26.63,    ,1332,     ,     
1128864,2001-04-17 00:00:00,06:37:00,2001-04-17 06:37:00,MON,AMITGU,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,20000,   ,L,NXC2      ,28.72,     ,28.71,    ,574,     ,     
1128871,2001-04-17 00:00:00,06:39:00,2001-04-17 06:39:00,MON,AMITGU,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,30000,   ,L,NXC2      ,28.72,     ,28.71,    ,861,     ,     
1128891,2001-04-17 00:00:00,06:43:00,2001-04-17 06:43:00,MON,AMITGU,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC2      ,28.68,     ,28.68,    ,1434,     ,     
1129002,2001-04-17 00:00:00,07:07:00,2001-04-17 07:07:00,MON,AMITGU,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,35000,   ,L,NXC2      ,28.64,     ,28.63,    ,1002,     ,     
1133966,2001-04-18 00:00:00,01:34:00,2001-04-18 01:34:00,MON,ALFSAL,9409,MORGAN STA,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,27.82,     ,27.82,    ,1391,     ,     
881506,2001-02-13 00:00:00,07:12:00,2001-02-13 07:12:00,MON,ADAM G,26660,NATURAL GA,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,30.3,     ,30.29,    ,757,     ,     
893112,2001-02-15 00:00:00,07:14:00,2001-02-15 07:14:00,MON,ADAM G,26660,NATURAL GA,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,29.4,     ,29.4,    ,735,     ,     
913701,2001-02-22 00:00:00,07:12:00,2001-02-22 07:12:00,MON,ADAM G,26660,NATURAL GA,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.84,     ,28.84,    ,721,     ,     
958951,2001-03-06 00:00:00,07:47:00,2001-03-06 07:47:00,MON,ADAM G,26660,NATURAL GA,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.39,     ,28.38,    ,709,     ,     
1075939,2001-04-03 00:00:00,07:21:00,2001-04-03 07:21:00,MON,ADAM G,26660,NATURAL GA,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,25000,   ,L,NXC2      ,25.7,     ,25.7,    ,642,     ,     
1075941,2001-04-03 00:00:00,07:21:00,2001-04-03 07:21:00,MON,ADAM G,26660,NATURAL GA,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,25000,   ,L,NXC2      ,25.7,     ,25.7,    ,642,     ,     
726693,2001-01-02 00:00:00,07:17:00,2001-01-02 07:17:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.27,     ,27.27,5.94,676,27.2,0.109
731372,2001-01-03 00:00:00,05:55:00,2001-01-03 05:55:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.33,     ,27.33,5.79,678,28,27.63
731374,2001-01-03 00:00:00,05:57:00,2001-01-03 05:57:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.35,     ,27.35,5.79,679,28,27.63
731391,2001-01-03 00:00:00,06:05:00,2001-01-03 06:05:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.37,     ,27.37,5.79,679,28,27.63
731487,2001-01-03 00:00:00,06:41:00,2001-01-03 06:41:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.41,     ,27.41,5.79,680,28,27.63
731501,2001-01-03 00:00:00,06:46:00,2001-01-03 06:46:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,27.4,     ,27.4,5.79,680,28,27.63
731502,2001-01-03 00:00:00,06:46:00,2001-01-03 06:46:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,27.37,     ,27.37,5.79,679,28,27.63
731533,2001-01-03 00:00:00,06:57:00,2001-01-03 06:57:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.35,     ,27.35,5.79,679,28,27.63
731640,2001-01-03 00:00:00,07:15:00,2001-01-03 07:15:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.36,     ,27.36,5.79,679,28,0.104
736236,2001-01-03 00:00:00,18:13:00,2001-01-03 18:13:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28,     ,28,5.79,695,28,27.63
751774,2001-01-09 00:00:00,07:37:00,2001-01-09 07:37:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.52,     ,27.52,5.32,684,27.63,0.108
755822,2001-01-09 00:00:00,18:11:00,2001-01-09 18:11:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.7,     ,27.7,5.32,688,27.63,27.63
755823,2001-01-09 00:00:00,18:12:00,2001-01-09 18:12:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.68,     ,27.68,5.32,688,27.63,27.63
775367,2001-01-17 00:00:00,07:11:00,2001-01-17 07:11:00,MON,BILL W,26668,OIL       ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,30.17,     ,30.17,    ,754,     ,     
794232,2001-01-22 00:00:00,18:12:00,2001-01-22 18:12:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.65,     ,29.65,    ,741,     ,     
794702,2001-01-23 00:00:00,06:10:00,2001-01-23 06:10:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC1      ,29.61,     ,29.61,    ,740,     ,     
795188,2001-01-23 00:00:00,07:49:00,2001-01-23 07:49:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.64,     ,29.63,    ,741,     ,     
795243,2001-01-23 00:00:00,07:56:00,2001-01-23 07:56:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.61,     ,29.61,    ,740,     ,     
800000,2001-01-24 00:00:00,07:25:00,2001-01-24 07:25:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC1      ,29.02,     ,29.02,    ,725,     ,     
806007,2001-01-25 00:00:00,07:51:00,2001-01-25 07:51:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,29.02,     ,29.02,    ,725,     ,     
828690,2001-01-31 00:00:00,06:54:00,2001-01-31 06:54:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC1      ,29.26,     ,29.26,    ,731,     ,     
840960,2001-02-01 00:00:00,18:40:00,2001-02-01 18:40:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.82,     ,29.82,    ,745,     ,     
858951,2001-02-07 00:00:00,06:38:00,2001-02-07 06:38:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.44,     ,30.44,    ,761,     ,     
858963,2001-02-07 00:00:00,06:39:00,2001-02-07 06:39:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.42,     ,30.42,    ,760,     ,     
859042,2001-02-07 00:00:00,07:01:00,2001-02-07 07:01:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.38,     ,30.37,    ,759,     ,     
859213,2001-02-07 00:00:00,07:21:00,2001-02-07 07:21:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.38,     ,30.37,    ,759,     ,     
871524,2001-02-09 00:00:00,07:26:00,2001-02-09 07:26:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,31.42,     ,31.42,    ,785,     ,     
871580,2001-02-09 00:00:00,07:35:00,2001-02-09 07:35:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,31.4,     ,31.4,    ,785,     ,     
876392,2001-02-12 00:00:00,06:51:00,2001-02-12 06:51:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.74,     ,30.74,    ,768,     ,     
881426,2001-02-13 00:00:00,06:50:00,2001-02-13 06:50:00,MON,BILL W,26668,OIL       ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.34,     ,30.34,    ,758,     ,     
881432,2001-02-13 00:00:00,06:53:00,2001-02-13 06:53:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,30.13,     ,30.12,    ,753,     ,     
881544,2001-02-13 00:00:00,07:17:00,2001-02-13 07:17:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,30.07,     ,30.07,    ,751,     ,     
881571,2001-02-13 00:00:00,07:21:00,2001-02-13 07:21:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,30.11,     ,30.11,    ,752,     ,     
913543,2001-02-22 00:00:00,06:09:00,2001-02-22 06:09:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,28.82,     ,28.82,    ,720,     ,     
929816,2001-02-26 00:00:00,19:13:00,2001-02-26 19:13:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,5000,   ,L,NXC2      ,28.12,     ,28.12,    ,140,     ,     
929817,2001-02-26 00:00:00,19:13:00,2001-02-26 19:13:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,20000,   ,L,NXC2      ,28.12,     ,28.12,    ,562,     ,     
929818,2001-02-26 00:00:00,19:13:00,2001-02-26 19:13:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,28.1,     ,28.1,    ,702,     ,     
929819,2001-02-26 00:00:00,19:14:00,2001-02-26 19:14:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,5000,   ,L,NXC2      ,28.08,     ,28.08,    ,140,     ,     
942937,2001-03-01 00:00:00,07:21:00,2001-03-01 07:21:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.46,     ,27.45,    ,686,     ,     
943018,2001-03-01 00:00:00,07:36:00,2001-03-01 07:36:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.4,     ,27.4,    ,685,     ,     
958605,2001-03-06 00:00:00,05:58:00,2001-03-06 05:58:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.51,     ,28.51,    ,712,     ,     
958606,2001-03-06 00:00:00,05:58:00,2001-03-06 05:58:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.49,     ,28.49,    ,712,     ,     
958607,2001-03-06 00:00:00,05:59:00,2001-03-06 05:59:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.47,     ,28.46,    ,711,     ,     
958617,2001-03-06 00:00:00,06:05:00,2001-03-06 06:05:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.45,     ,28.45,    ,711,     ,     
958835,2001-03-06 00:00:00,07:22:00,2001-03-06 07:22:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.43,     ,28.43,    ,710,     ,     
958973,2001-03-06 00:00:00,07:49:00,2001-03-06 07:49:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.41,     ,28.41,    ,710,     ,     
970572,2001-03-08 00:00:00,07:36:00,2001-03-08 07:36:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.83,     ,28.83,    ,720,     ,     
970679,2001-03-08 00:00:00,07:46:00,2001-03-08 07:46:00,MON,BILL W,26668,OIL       ,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.83,     ,28.83,    ,720,     ,     
