"ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)"
2014,2400,EARLY COLLEGES HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2410,TARVER ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2410,TARVER ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2414,EAST MEMORIAL ELEMENTARY SCHOOL,E,165,45,165,28,35,0.971,n<20,-,58,0.517,49,0.735,n<20,-
2014,2414,EAST MEMORIAL ELEMENTARY SCHOOL,A,165,45,165,28,35,0.971,n<20,-,58,0.517,49,0.735,n<20,-
2014,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,E,172,61.5,171,28,29,0.931,26,0.731,63,0.619,37,0.757,n<20,-
2014,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,A,172,61.5,171,28,29,0.931,26,0.731,63,0.619,37,0.757,n<20,-
2014,2438,EVA R BACA ELEMENTARY SCHOOL,E,52,23.5,52,27.5,n<20,-,n<20,-,24,0.542,n<20,-,n<20,-
2014,2438,EVA R BACA ELEMENTARY SCHOOL,A,52,23.5,52,27.5,n<20,-,n<20,-,24,0.542,n<20,-,n<20,-
2014,2448,EATON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2448,EATON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2452,EATON MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2452,EATON MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2456,EATON HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2456,EATON HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2496,EDGEWATER ELEMENTARY SCHOOL,E,171,62,164,33,22,0.955,n<20,-,65,0.692,49,0.776,n<20,-
2014,2496,EDGEWATER ELEMENTARY SCHOOL,A,171,62,164,33,22,0.955,n<20,-,65,0.692,49,0.776,n<20,-
2014,2506,EDISON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2506,EDISON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2510,EDISON ELEMENTARY SCHOOL,E,22,48.5,22,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2510,EDISON ELEMENTARY SCHOOL,A,22,48.5,22,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2524,EDITH WOLFORD ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2524,EDITH WOLFORD ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2530,EDWARDS ELEMENTARY SCHOOL,E,125,45,124,24.5,20,0.85,n<20,-,45,0.489,23,0.565,n<20,-
2014,2530,EDWARDS ELEMENTARY SCHOOL,A,125,45,124,24.5,20,0.85,n<20,-,45,0.489,23,0.565,n<20,-
2014,2550,EIBER ELEMENTARY SCHOOL,E,89,50,89,40,n<20,-,n<20,-,37,0.486,23,0.478,n<20,-
2014,2550,EIBER ELEMENTARY SCHOOL,A,89,50,89,40,n<20,-,n<20,-,37,0.486,23,0.478,n<20,-
2014,2552,EISENHOWER ELEMENTARY SCHOOL,E,36,63.5,36,32.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2552,EISENHOWER ELEMENTARY SCHOOL,A,36,63.5,36,32.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2570,ELBERT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2570,ELBERT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2573,ELK CREEK ELEMENTARY,E,52,42,51,13,n<20,-,n<20,-,23,0.609,n<20,-,n<20,-
2014,2573,ELK CREEK ELEMENTARY,A,52,42,51,13,n<20,-,n<20,-,23,0.609,n<20,-,n<20,-
2014,2576,CHERRY DRIVE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2576,CHERRY DRIVE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2578,SKYVIEW ELEMENTARY SCHOOL,E,45,25,41,37,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2578,SKYVIEW ELEMENTARY SCHOOL,A,45,25,41,37,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2580,HUNTERS GLEN ELEMENTARY SCHOOL,E,39,65,36,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2580,HUNTERS GLEN ELEMENTARY SCHOOL,A,39,65,36,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,154,37,149,24,24,0.958,24,0.958,57,0.333,22,0.636,22,0.909
2014,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,A,154,37,149,24,24,0.958,24,0.958,57,0.333,22,0.636,22,0.909
2014,2584,RIVERDALE ELEMENTARY SCHOOL,E,42,52.5,42,24.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2584,RIVERDALE ELEMENTARY SCHOOL,A,42,52.5,42,24.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2589,ELDORADO K-8 SCHOOL,E,33,66,31,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2589,ELDORADO K-8 SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2589,ELDORADO K-8 SCHOOL,A,51,66,49,29,n<20,-,n<20,-,n<20,-,23,0.696,n<20,-
2014,2604,ELIZABETH MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2604,ELIZABETH MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2608,ELIZABETH HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2608,ELIZABETH HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2616,ELK CREEK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2616,ELK CREEK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2618,ELKHART ELEMENTARY SCHOOL,E,347,47,345,25,70,0.986,45,0.733,97,0.381,79,0.62,54,0.907
2014,2618,ELKHART ELEMENTARY SCHOOL,A,347,47,345,25,70,0.986,45,0.733,97,0.381,79,0.62,54,0.907
2014,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2638,ELLICOTT ELEMENTARY SCHOOL,E,44,65.5,44,28.5,n<20,-,n<20,-,20,0.7,n<20,-,n<20,-
2014,2638,ELLICOTT ELEMENTARY SCHOOL,A,44,65.5,44,28.5,n<20,-,n<20,-,20,0.7,n<20,-,n<20,-
2014,2640,ELLICOTT MIDDLE SCHOOL,M,20,42.5,20,58.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2640,ELLICOTT MIDDLE SCHOOL,A,20,42.5,20,58.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2641,EXCEL ACADEMY,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2641,EXCEL ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2642,ELLICOTT SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2642,ELLICOTT SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2652,ELLIS ELEMENTARY SCHOOL,E,217,76,214,24,43,0.977,53,0.811,66,0.773,38,0.895,n<20,-
2014,2652,ELLIS ELEMENTARY SCHOOL,A,217,76,214,24,43,0.977,53,0.811,66,0.773,38,0.895,n<20,-
2014,2656,ELDORADO ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2656,ELDORADO ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2702,EMERALD ELEMENTARY SCHOOL,E,50,59.5,50,27.5,n<20,-,n<20,-,22,0.682,n<20,-,n<20,-
2014,2702,EMERALD ELEMENTARY SCHOOL,A,50,59.5,50,27.5,n<20,-,n<20,-,22,0.682,n<20,-,n<20,-
2014,2724,NEW EMERSON SCHOOL AT COLUMBUS,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2724,NEW EMERSON SCHOOL AT COLUMBUS,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2726,EMILY GRIFFITH TECHNICAL COLLEGE,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2726,EMILY GRIFFITH TECHNICAL COLLEGE,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2746,ENGLEWOOD HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2746,ENGLEWOOD HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2752,ENGLEWOOD MIDDLE SCHOOL,M,24,36.5,24,41,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2752,ENGLEWOOD MIDDLE SCHOOL,A,24,36.5,24,41,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2755,VENTURE PREP HIGH SCHOOL,H,41,63,39,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2755,VENTURE PREP HIGH SCHOOL,A,41,63,39,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2757,HIGH TECH EARLY COLLEGE,H,108,66,103,28,n<20,-,n<20,-,22,0.955,51,0.765,26,0.885
2014,2757,HIGH TECH EARLY COLLEGE,A,108,66,103,28,n<20,-,n<20,-,22,0.955,51,0.765,26,0.885
2014,2758,ERIE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2758,ERIE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2760,ERIE MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2760,ERIE MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2761,ERIE HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2761,ERIE HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2789,ESCUELA TLATELOLCO SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2789,ESCUELA TLATELOLCO SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2789,ESCUELA TLATELOLCO SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2789,ESCUELA TLATELOLCO SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2790,ESTES PARK K-5 SCHOOL,E,82,52.5,82,29.5,n<20,-,n<20,-,35,0.571,27,0.741,n<20,-
2014,2790,ESTES PARK K-5 SCHOOL,A,82,52.5,82,29.5,n<20,-,n<20,-,35,0.571,27,0.741,n<20,-
2014,2792,ESTES PARK MIDDLE SCHOOL,M,26,48.5,26,60,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2792,ESTES PARK MIDDLE SCHOOL,A,26,48.5,26,60,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2794,ESTES PARK HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2794,ESTES PARK HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2799,EXCEL ACADEMY CHARTER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2799,EXCEL ACADEMY CHARTER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2799,EXCEL ACADEMY CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2804,EUCLID MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2804,EUCLID MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2820,EVERITT MIDDLE SCHOOL,M,26,39,26,56.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2820,EVERITT MIDDLE SCHOOL,A,26,39,26,56.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2825,ENGAGE ONLINE ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2825,ENGAGE ONLINE ACADEMY,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2825,ENGAGE ONLINE ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2832,EVERGREEN MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2832,EVERGREEN MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2836,EVERGREEN HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2836,EVERGREEN HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2837,EARLY COLLEGE OF ARVADA,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2837,EARLY COLLEGE OF ARVADA,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2837,EARLY COLLEGE OF ARVADA,A,25,50,25,61,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2840,ROCKY MTN SCHOOL OF EXPEDITIONARY LRNG,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2840,ROCKY MTN SCHOOL OF EXPEDITIONARY LRNG,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2840,ROCKY MTN SCHOOL OF EXPEDITIONARY LRNG,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2850,UNIVERSITY SCHOOLS,E,42,38,41,23,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2850,UNIVERSITY SCHOOLS,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2850,UNIVERSITY SCHOOLS,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2850,UNIVERSITY SCHOOLS,A,63,40,62,38.5,n<20,-,n<20,-,n<20,-,21,0.524,n<20,-
2014,2866,FAIRMOUNT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2866,FAIRMOUNT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2876,FAIRVIEW ELEMENTARY SCHOOL,E,157,51,156,26,22,0.955,21,0.714,49,0.571,45,0.578,n<20,-
2014,2876,FAIRVIEW ELEMENTARY SCHOOL,A,157,51,156,26,22,0.955,21,0.714,49,0.571,45,0.578,n<20,-
2014,2877,FALCON VIRTUAL ACADEMY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2877,FALCON VIRTUAL ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2880,FAIRVIEW ELEMENTARY SCHOOL,E,55,35,54,28,n<20,-,n<20,-,20,0.45,n<20,-,n<20,-
2014,2880,FAIRVIEW ELEMENTARY SCHOOL,A,55,35,54,28,n<20,-,n<20,-,20,0.45,n<20,-,n<20,-
2014,2892,FAIRVIEW HIGH SCHOOL,H,40,40.5,40,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2892,FAIRVIEW HIGH SCHOOL,A,40,40.5,40,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2897,FALCON CREEK MIDDLE SCHOOL,M,30,48,30,60.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2897,FALCON CREEK MIDDLE SCHOOL,A,30,48,30,60.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2902,FALCON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2902,FALCON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2906,FALCON MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2906,FALCON MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2908,FALCON HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2908,FALCON HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2912,FALL RIVER ELEMENTARY SCHOOL,E,32,35,30,16.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2912,FALL RIVER ELEMENTARY SCHOOL,A,32,35,30,16.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,E,312,55.5,306,25,50,1,49,0.918,125,0.568,54,0.778,28,0.964
2014,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,A,312,55.5,306,25,50,1,49,0.918,125,0.568,54,0.778,28,0.964
2014,2926,FIELD ELEMENTARY SCHOOL,E,108,68.5,108,30,20,1,n<20,-,33,0.727,36,0.722,n<20,-
2014,2926,FIELD ELEMENTARY SCHOOL,A,108,68.5,108,30,20,1,n<20,-,33,0.727,36,0.722,n<20,-
2014,2940,FIRESIDE ELEMENTARY SCHOOL,E,34,61,34,28.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2940,FIRESIDE ELEMENTARY SCHOOL,A,34,61,34,28.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2944,FISHER'S PEAK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2944,FISHER'S PEAK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2945,FOUNDATIONS ACADEMY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2945,FOUNDATIONS ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2945,FOUNDATIONS ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2946,FITZMORRIS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2946,FITZMORRIS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2952,MAMMOTH HEIGHTS ELEMENTARY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2952,MAMMOTH HEIGHTS ELEMENTARY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2953,STONE MOUNTAIN ELEMENTARY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2953,STONE MOUNTAIN ELEMENTARY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2954,ROXBOROUGH INTERMEDIATE,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2954,ROXBOROUGH INTERMEDIATE,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2963,FALCON BLUFFS MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2963,FALCON BLUFFS MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2964,FLAGSTAFF CHARTER ACADEMY,E,22,80.5,22,13,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2964,FLAGSTAFF CHARTER ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2964,FLAGSTAFF CHARTER ACADEMY,A,25,71,25,15,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2965,FLAGSTONE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2965,FLAGSTONE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2970,FLATIRONS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2970,FLATIRONS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2988,FLEMING HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2988,FLEMING HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,2998,FLETCHER COMMUNITY SCHOOL,E,212,31,211,28,n<20,-,25,0.72,74,0.297,58,0.5,41,0.707
2014,2998,FLETCHER COMMUNITY SCHOOL,A,212,31,211,28,n<20,-,25,0.72,74,0.297,58,0.5,41,0.707
2014,3000,FLORENCE CRITTENTON HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3000,FLORENCE CRITTENTON HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3002,FLORENCE HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3002,FLORENCE HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3012,FLORIDA MESA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3012,FLORIDA MESA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3022,FOOTHILL ELEMENTARY SCHOOL,E,23,37,23,29,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3022,FOOTHILL ELEMENTARY SCHOOL,A,23,37,23,29,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3025,FOOTHILLS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3025,FOOTHILLS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3027,EAGLESIDE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3027,EAGLESIDE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,3030,FOX RIDGE MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
