property_name_text,address_line1_text,address_line2_text,city_name_text,state_code,zip_code,county_name_text,property_on_site_phone_number,fha_number,contract_number,soa_description_text,property_category_name,client_group_name,client_group_type,total_assisted_unit_count,total_unit_count,owner_contact_indv_full_name,owner_organization_name,owner_address_line1,owner_address_line2,owner_city_name,owner_state_code,owner_zip_code,owner_zip4_code,owner_main_phone_number_text,owner_main_fax_number_text,owner_email_text,mgmt_contact_full_name,mgmt_agent_org_name,mgmt_agent_address_line1,mgmt_agent_address_line2,mgmt_agent_city_name,mgmt_agent_state_code,mgmt_agent_zip_code,mgmt_agent_zip4_code,mgmt_agent_main_phone_number,mgmt_agent_main_fax_number,mgmt_agent_email_text,project_manager_name_text,hub_name_text,servicing_site_name_text
MEADOWOOD GLEN II,1105 E 3RD STREET,,POST FALLS,ID,83854,Kootenai,208-664-3114,124EE008,ID16S941001,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,20,20,Jackie McAvoy,Meadowood Glen II Limited,108 E. WALNUT,,COEUR D'ALENE,ID,83814,3330,(208) 664-9629,,lucyl@micron.net,,ST VINCENT DE PAUL,201 E Harrison Ave,,COEUR D'ALENE,ID,83814,0000,(208) 664-3095,(208) 664-1772,jeff@stvincentdepaulcda.org,CAROL JAMISON,Seattle,Portland
MEADOWVIEW APARTMENTS,375 Farnsworth Way,,RIGBY,ID,83442,Jefferson,208-745-6505,,ID05H020015,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,20,20,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Gerald M. Hunter,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,RICHARD OTIS,Seattle,Portland
MILLCREEK APARTMENTS,419 MILLER ST,,LEWISTON,ID,83501,Nez Perce,208-746-8137,,ID16H020069,,"Subsidized, No HUD Financing",Wholly Elderly Housekeeping,Elderly,40,40,Noel Gill,Northwest Mill Creek LLC,210 W. Mallard Drive,Suite A,Boise,ID,83706,,208-947-7048,,raquel@nwrecc.org,Noel Gill,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,MELISSA A SCHAFTE,Seattle,Portland
MOUNTAIN FALLS APARTMENTS,1275 S WOODRUFF,,IDAHO FALLS,ID,83404,Bonneville,(208) 254-9910,124EE014,ID16S961002,202 Capital Advance for Elderly,202/811,Elderly,Elderly,27,27,Darrell Day,"Mountain Falls, Inc.",1999 Broadway Suite 1000,,Denver,CO,80202,,303 830 3300,877-693-7945,twalorski@mercyhousing.org,Nicole Nelson,Mercy Housing Management Group,"1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303-830-3300,877-693-7945,twalorski@mercyhousing.org,SUSANA MITCHELL,Seattle,Portland
MOUNTAIN FALLS II,1275 S. Woodruff,,IDAHO FALLS,ID,83404,Bonneville,(208)524-9910,124EE017,ID16S981002,202 Capital Advance for Elderly,202/811,Elderly,Elderly,22,22,Darrell Day,"NBA Mountain Falls Apartments II, Inc.",1999 Broadway Suite 1000,,Denver,CO,80202,,303 830 3300,877-693-7945,twalorski@mercyhousing.org,Joe Sanchez,Mercy Housing Management Group,"1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303-830-3300,877-693-7945,twalorski@mercyhousing.org,SUSANA MITCHELL,Seattle,Portland
NORMAL HILL APTS,807 W 9TH AVE,,LEWISTON,ID,83501,Nez Perce,,124EH013,ID16T801002,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,22,22,William C. Fix,CENTRAL TERRACE INC.,2812 E. Foxwood Dr.,,SPOKANE,WA,99223,,(509) 838-2108,,need_email@hud.gov,Larry Soehren,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,RICHARD OTIS,Seattle,Portland
Northwest Pointe,3475 N Five Mile Rd,,Boise,ID,83713,Ada,,12411021,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,0,,,,,,,,,,,,,,,,,,,,,,,SUSANA MITCHELL,Seattle,Portland
OAKHAVEN,115 OGDEN AVE,,NAMPA,ID,83651,Canyon,,124EH018,ID16T801007,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,34,35,Wes Waggoner,Oakhaven Inc.,728 Parkside Way,,Nampa,ID,83686,,(208) 466-4252,(208) 467-5999,need_email@hud.gov,James Tomlinson,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,RICHARD OTIS,Seattle,Portland
OAKRIDGE APARTMENTS,505 INDIAN HILLS DR,,MOSCOW,ID,83843,Latah,,,ID05H020032,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,37,37,Kirk Hill,Oakridge Associates,1218  S Main  ST,,Moscow,ID,83843,4232,(208) 882-3224,(208) 882-1260,carol@hillapartments.com,Kirk Hill,Hill Rental Properties,1218 S Main St,,Moscow,ID,83843,4232,208-882-3224,208-882-1260,carol@hillapartments.com,STEPHANIE P SMITH,Seattle,Portland
ORCHARD VILLA APTS,610 LINDEN AVE,,LEWISTON,ID,83501,Nez Perce,,17144902,ID05L000001,233(c)/ 236 Experimental Hsg./ Rental Co-op,HUD Held,Indv. families - not eld/ handicap,Family,56,56,RUSS A. FRANCISCO,"Orchard Villa, A Limited Partnership","116 Warren Ave N, Ste  A",,Seattle,WA,98109,,(206)283-6888,(206)283-6880,noemail@yahoo.com,Russ A. Francisco,PAN PACIFIC PROPERTIES INC,116 Warren Avenue N.,Suite A,SEATTLE,WA,98109,,(206) 441-8866,(206) 441-8333,rfrancisco@panpacificproperties.com,MELISSA A SCHAFTE,Seattle,Portland
OWYHEE PLACE APARTMENTS,2500 S OWYHEE ST,,BOISE,ID,83705,Ada,208-342-8664,,ID16H020048,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,32,32,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Doug Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,MELISSA A SCHAFTE,Seattle,Portland
"PARK APARTMENTS, THE",5700 West Marvin Lane,,Boise,ID,83705,Ada,(208) 376-2385,12411014,,223(a)(7) Refi of 223(f) Apts,Insured-Unsubsidized,,,0,160,,Levan Boise Real Estate Holdings LLC,2441 Horse Shoe Canyon Rd,,Los Angeles,CA,90046,1539,818.506.6020,,steven@newplanetcoffee.com,,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,CAROL JAMISON,Seattle,Portland
Park Village Apartments,989 W Sherwood Street,,BOISE,ID,83706,Ada,(208) 336-8787,12435080,,223(a)(7) Refi of 221d4 NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,47,William M. Bennett,Boise Green Investors LLC,c/o Iconic Development LLC,820 Davis St #420,Evanston,IL,60201,,847-869-2482,847-859-5815,bill@iconicdevelopment.com,Jason White,Grand Campus Living Inc.,5950 Sherry Lane Ste 320,,Dallas,TX,75225,6585,2148800350,,LBESS@PPC-USA.COM,SUSANA MITCHELL,Seattle,Portland
PARKVIEW CENTER,524 E 2ND ST,,WEISER,ID,83672,Washington,208-549-3344,,ID16H020045,,"Subsidized, No HUD Financing",Partially elderly handicapped,Elderly,32,32,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,MELISSA A SCHAFTE,Seattle,Portland
Parkwood,1817 Sunnyridge Road,,Nampa,ID,83686,Canyon,208-463-8829,12411013,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,56,James R. Tomlinson,"Parkwood Apartments, LLC",1817 Sunnyridge Road,,Nampa,ID,83686,,2083436438,2083381777,Sondra.dean@tomlinson-assoc.com,,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,CAROL JAMISON,Seattle,Portland
PAYETTE MANOR APARTMENTS,106 N 12TH ST,,PAYETTE,ID,83661,Payette,,12441001,ID16M000013,241(f)/ 236 Equity Loan,Insured-Subsidized,Indv. families - not eld/ handicap,Family,16,32,Tom  Dobrusky,Payette Manor Apts.,137 W Court St,,Weiser,ID,83672,1904,(208) 549-0154,208-549-3880,need_email@hud.gov,Tom  Dobrusky,B & D Management,137 W. Court Street,,Weiser,ID,83672,1904,(208) 549-0154,(208) 549-3880,bdmgnt85@gmail.com,KRISTINE PETRILLO,Seattle,Portland
PAYETTE PLAZA,80 N 9TH ST,,PAYETTE,ID,83661,Payette,208-642-4688,,ID16H020071,,"Subsidized, No HUD Financing",Elderly,Elderly,24,24,Noel Gill,NWRECC Idaho Affordable Housing Preservation LP,c/o Northwest Real Estate Capital Corp,"210 W. Mallard Drive, Suite A",Boise,ID,83706,,208-375-9407,208-375-9158,bradelg@nwrecc.org,,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,MELISSA A SCHAFTE,Seattle,Portland
PAYETTE TOWNHOUSES,415-1 S 16th Street,,PAYETTE,ID,83661,Payette,208-465-4544,,ID16H020076,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,27,27,Dianne Hunt,Payette Townhouses Limited Partnership,1277 Shoreline Ln.,,Boise,ID,83702,,208-336-4610,,dianne@syringaproperties.com,,Syringa Property Management Inc.,1277 Shoreline Lane,,Boise,ID,83702,,(208) 336-4610,(208) 345-8990,dianne@syringaproperties.com,KRISTINE PETRILLO,Seattle,Portland
PINEHURST PLAZA,610 LEWISTON ST,,PINEHURST,ID,83850,Shoshone,,,ID05R000009,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,24,24,Lynn Gribble Young,Pinehurst Plaza a Ltd Part,21620 SE 28th Street,,Sammamish,WA,98075,,(208) 666-1502,,need_email@hud.gov,CLAUDIA  MOSER,CIMCORP INC,PO BOX 1180,,HAYDEN LAKE,ID,83835,0000,(208) 666-1502,,need_email@hud.gov,RICHARD OTIS,Seattle,Portland
PIONEER SQUARE APARTMENTS,1220 Grand ave,,BOISE,ID,83702,Ada,208-342-4028,,ID16H020059,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,44,44,,Northwest Pioneer Square LLC,210 W. Mallard Drive,Suite A,Boise,ID,83706,,208-947-7048,,raquel@nwrecc.org,Noel Gill,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,KRISTINE PETRILLO,Seattle,Portland
PONDSIDE GARDENS,723 N RADIO RD,,SAINT ANTHONY,ID,83445,Fremont,208-624-7146,,ID05H020016,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,24,24,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Gerald M. Hunter,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,RICHARD OTIS,Seattle,Portland
PORTNEUF TOWERS,666 W DAY ST,,POCATELLO,ID,83204,Bannock,,,ID050004001,,"Subsidized, No HUD Financing",Elderly,Elderly,72,72,Don R. Thompson,"Portneuf Towners, Inc.",PO Box 4161,,Pocatello,ID,83205,4161,(208) 233-6276,(208) 233-9821,drtpha@spro.net,Don R. Thompson,Housing Authority of Pocatello,P. O. Box 4161,,Pocatello,ID,83205,4161,(208) 233-6276,(208) 233-9821,drtpha@micron.com,RICHARD OTIS,Seattle,Portland
POST FALLS TERRACE,1120 N Idaho ST,,POST FALLS,ID,83854,Kootenai,,124EE002,ID16S911002,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,35,35,William Fix,Post Falls RHF Housing,2812 E. Foxwood Dr.,,Spokane,WA,99223,,509 838 2108,,need_email@hud.gov,Lorraine Brooks,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,SUSANA MITCHELL,Seattle,Portland
PRAIRIE RUN,7760 N. Heartland Dr.,,Coeur d'Alene,ID,83815,Kootenai,(208)762-9809,124EE015,ID16S981001,202 Capital Advance for Elderly,202/811,Elderly,Elderly,21,21,Joseph R. Kasberg,"National Church Residences of Coeur d'Alene, ID, I",2335 North Bank Drive,,Columbus,OH,43220,5499,614 451-2151,614 451-0351,need_email@hud.gov,Joe Anderson,National Church Residences,2335 N Bank Dr,,Columbus,OH,43220,5423,(614)451-2151,(614)451-0351,scunningham@ncr.org,SUSANA MITCHELL,Seattle,Portland
PRESTON SENIOR HOUSING,250-A N State ST,,PRESTON,ID,83263,Franklin,,,ID16R000021,,"Subsidized, No HUD Financing",Elderly,Elderly,14,14,BRIAN  MENDENHALL,Brian and Vivien Mendenhall,PO Box 289,,Grace,ID,83241,0289,(208) 425-3958,,MOC@prestonidahoschools.org,Brian Mendenhall,Brian and Vivien Mendenhall,PO Box 289,,Grace,ID,83241,0289,(208) 425-3958,,MOC@prestonidahoschools.org,STEPHANIE P SMITH,Seattle,Portland
REMBRANDT PARK APARTMENTS,1436 N. Cormorant Place,,BOISE,ID,83713,Ada,(208) 672-8700,12435092,,223(a)(7) Refi of 221d4 NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,137,Norma A. Kier,Rembrandt Park LLC,3710 Quincy Avenue,,Ogden,UT,84403,2088,(801)621-0331,(801)621-8680,rodger@kiercorp.com,Bonnie Kier-Herrick,Kier Property Management & Real Estate LLC,3710 Quincy Avenue,,Ogden,UT,84403,,8016213390,,bonnie@kiermanagement.com,SUSANA MITCHELL,Seattle,Portland
REXBURG PLAZA,430 W 5th S,,Rexburg,ID,83440,Madison,,,ID05R000008,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,40,40,Greg Barratt,"Solace, LLC",4843 Silver Springs Dr,,Park City,UT,84098,5915,801-532-4900,801-532-4910,gbarratt@hpapts.com,Greg Barratt,"Solace, LLC",4843 Silver Springs Dr,,Park City,UT,84098,5915,801-532-4900,801-532-4910,gbarratt@hpapts.com,KRISTINE PETRILLO,Seattle,Portland
RICHLIN TOWNHOUSES,727-1 W 13TH ST,,BURLEY,ID,83318,Cassia,208-678-6048,,ID16H020047,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,16,16,Raquel Guglielmetti,NWRECC Idaho Affordable Housing Preservation LP,c/o Northwest Real Estate Capital Corp,"210 W. Mallard Drive, Suite A",Boise,ID,83706,,208-375-9407,208-375-9158,bradelg@nwrecc.org,Noel Gill,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,RICHARD OTIS,Seattle,Portland
RIDGEVIEW APARTMENTS,1640  Washington Street,,SAINT MARIES,ID,83861,Benewah,208-245-5233,,ID16H020050,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,34,34,,Ridgeview LLC,"205 N. 10th Street, Suite 200",,Boise,ID,83701,,2083436438,2083381777,tami.wilkins@tomlinson-assoc.com,,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,RICHARD OTIS,Seattle,Portland
RIVER QUARRY APARTMENTS,1618 S. Loggers Pond Place,,Boise,ID,83706,Ada,208-336-5700,12411018,,223(a)(7) Refi of 223(f) Apts,Insured-Unsubsidized,,,0,308,Ronald C Nahas,"River Quarry Apartments, LLC","3697 Mt Diablo Blvd, Suite 250",,Lafayette,CA,94549,3604,925-254-8800,925-254-8860,mehteshami@rafnah.com,Mark Rafanelli,Rafanelli & Nahas Management Corp.,"3697 Mt Diablo Blvd, Suite 250",,Lafayette,CA,94549,3604,925-254-8800,925-254-8860,Mehteshami@rafnah.com,CYNTHIA E INGEBRETSON,Seattle,Portland
RIVERSIDE SAWTOOTH,504 E FIFTH ST,,SHOSHONE,ID,83352,Lincoln,,,ID16R000013,,"Subsidized, No HUD Financing",Elderly,Elderly,20,20,Everett Ward,Lincoln County Housing Authority,340 S 750 E,,Dietrich,ID,83324,5058,(208) 544-2424,,need_email@hud.gov,Shauna Porter,Lincoln County Housing Authority,340 S 750 E,,Dietrich,ID,83324,5058,(208) 544-2424,,need_email@hud.gov,STEPHANIE P SMITH,Seattle,Portland
RIVERSIDE SENIOR HOUSING,450 J St,,Idaho Falls,ID,83402,Bonneville,208-522-5391,,ID05H020007,,"Subsidized, No HUD Financing",Elderly,Elderly,40,40,Russell K. Spain,"Eastern Idaho Community Action Partnership, Inc.",PO Box 51098,,Idaho Falls,ID,83405,1098,(208) 522-5391,(208) 522-5453,jdoman@eicap.org,Russell K. Spain,"Eastern Idaho Community Action Partnership, Inc.",PO Box 51098,,Idaho Falls,ID,83405,1098,(208) 522-5391,(208) 522-5453,jdoman@eicap.org,RICHARD OTIS,Seattle,Portland
RIVERVIEW HOMES,1070 Leadville Avenue,,BOISE,ID,83706,Ada,208-343-1944,,ID16M000009,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,40,40,James Tomlinson,"Riverview, LLC",205 N. 10th Street,,Boise,ID,83702,,(208) 343-6438,,jim.tomlinson@tomlinson-assoc.com,Sondra Dean,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,STEPHANIE P SMITH,Seattle,Portland
RIVERWOOD APARTMENTS,915 Jackson Ave,,Priest River,ID,83856,Bonner,208-448-1862,,ID16H020054,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,24,24,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Doug Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,MELISSA A SCHAFTE,Seattle,Portland
SAMARITAN VILLAGE I,3350 COLLISTER DR,,BOISE,ID,83703,Ada,,124EH002,ID050047201,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly Elderly Housekeeping,Elderly,50,50,David J Horazdovsky,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,4800 West 57th St,,Sioux Falls,SD,57108,,(605) 362-3327,,rnylande@good-sam.com,David J Horazdovsky,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,4800 West 57th St,,Sioux Falls,SD,57108,,(605) 362-3327,,rnylande@good-sam.com,KRISTINE PETRILLO,Seattle,Portland
SAMARITAN VILLAGE II,3360 COLLISTER DR,,BOISE,ID,83703,Ada,,124EH026,ID16T821005,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly elderly congregate,Elderly,50,50,David J Horazdovsky,GOOD SAMARITAN SOCIETY INC,4800 West 57th,P.O. BOX 5038,SIOUX FALLS,SD,57117,5038,(605) 362-3168,(605) 362-3302,need_email@hud.gov,David J Horazdovsky,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,4800 West 57th St,,Sioux Falls,SD,57108,,(605) 362-3327,,rnylande@good-sam.com,KRISTINE PETRILLO,Seattle,Portland
SANDCREEK APARTMENTS,"1250 Ashment Ave, Unit E08",,Idaho Falls,ID,83404,Bonneville,208-522-6500,,ID05H020020,,"Subsidized, No HUD Financing",Wholly Elderly Housekeeping,Elderly,72,73,Richard Bessey,"RiLy, LTD.",P.O. BOX 554,,Centerville,UT,84014,,801-292-4580,801-296-1510,rcb53@quixnet.net,Marion McBride,Marion McBride,1250 Ashment Ave,Apt #1,Idaho Falls,ID,83401,,208-7572438,,need_email@hud.gov,RICHARD OTIS,Seattle,Portland
SATURN APARTMENTS,740-1 SATURN AVE,,IDAHO FALLS,ID,83402,Bonneville,208-529-9418,,ID16H020062,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,38,38,,Saturn LLC,205 N. 10th Street,Suite 200,Boise,ID,83702,,208-243-6438,,molly.tomlinson@tomlinson-assoc.com,Chris Bent,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,KRISTINE PETRILLO,Seattle,Portland
Seapointe Apartments,1129 CEDAR AVENUE,,LEWISTON,ID,83501,Nez Perce,208-743-9925,,ID190001006,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,50,51,,"Seapointe, LLC",413 W. Idaho Street,Suite 200,Boise,ID,83702,6065,2083438877,,ccasazza@thomasdevelopment.com,Dianne Hunt,Syringa Property Management Inc.,1277 Shoreline Lane,,Boise,ID,83702,,(208) 336-4610,(208) 345-8990,dianne@syringaproperties.com,KRISTINE PETRILLO,Seattle,Portland
SHADOW CANYON APARTMENTS,1325 HOOPES AVE,,IDAHO FALLS,ID,83404,Bonneville,(208)523-3849,12435082,,223(a)(7) Refi of 221d4 NC/SR,Insured - Previously Subsidized,Indv. families - not eld/ handicap,Family,0,78,Troy Clayton,Stealth Investments LLC,PO Box 3093,,Idaho Falls,ID,83403,3093,208-243-0545,,tclayton@ida.net,Russell T. Donahoo,Stealth Investments LLC,PO Box 3093,,Idaho Falls,ID,83403,3093,208-243-0545,,tclayton@ida.net,CYNTHIA E INGEBRETSON,Seattle,Portland
SHADOW MOUNTAIN APARTMENTS,205 W Wall St,,Idaho City,ID,83631,Boise,208-392-4369,,ID16H020044,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,14,14,Noel Gill,NWRECC Idaho Affordable Housing Preservation LP,c/o Northwest Real Estate Capital Corp,"210 W. Mallard Drive, Suite A",Boise,ID,83706,,208-375-9407,208-375-9158,bradelg@nwrecc.org,Noel Gill,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,KRISTINE PETRILLO,Seattle,Portland
SHORELINE PLAZA,675 S 13TH ST,,BOISE,ID,83702,Ada,208-344-3226,,ID050005001,,"Subsidized, No HUD Financing",Wholly Elderly Housekeeping,Elderly,80,80,Deanna  Watson,"Shoreline Plaza, Inc.","1276 River Street, Suite 300",,Boise,ID,83702,,(208) 345-4907,(208) 345-4909,dwatson@bcacha.org,Deanna  Watson,Boise Housing Authority,1276 W River St,,Boise,ID,83702,7066,(208) 345-4907,208-345-4907,need_email@hud.gov,STEPHANIE P SMITH,Seattle,Portland
SIGNATURE POINTE,3501 N COLE ROAD,,BOISE,ID,83704,Ada,208-322-1208,12435094,,223(a)(7) Refi of 221d4 NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,156,Michael Simplot,Cole Road Company LLC,"10148 W. Emerald St., Suite 101",,Boise,ID,83704,,(206) 780-8500,(206) 842-5659,need_email@hud.gov,Randy Mason,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,SUSANA MITCHELL,Seattle,Portland
SILVER HILLS APARTMENTS,20 Bank ST,,WALLACE,ID,83783,Shoshone,208-465-4544,,ID16H020079,,"Subsidized, No HUD Financing",Elderly,Elderly,24,24,,Silver Hills Wallace LLC,5215 Gleneagles Drive,,Idaho Falls,ID,83401,,801-531-9200,,becki@wrnphc.org,Dianne Hunt,Syringa Property Management Inc.,1277 Shoreline Lane,,Boise,ID,83702,,(208) 336-4610,(208) 345-8990,dianne@syringaproperties.com,KRISTINE PETRILLO,Seattle,Portland
SNOW MOUNTAIN,2011 WOODSIDE BLVD,,HAILEY,ID,83333,Blaine,208-788-2395,,ID16H020055,,"Subsidized, No HUD Financing",Wholly physically disabled,Disabled,40,40,David Cordes,Snow Mountain Associates,16421 25th Street,,Sunset Beach,CA,90742,,303-617-1297,303-748-0285,need_email@hud.gov,Noel Gill,Northwest Real Estate Capital Corp,210 W Mallard Dr Ste A,,Boise,ID,83706,3992,(208) 947-7050,(208) 9477052,bradelg@nwrecc.org,KRISTINE PETRILLO,Seattle,Portland
SOUTH FREMONT SENIOR HOUSING,835-1 W Main ST,,SAINT ANTHONY,ID,83445,Fremont,,,ID05R000001,,"Subsidized, No HUD Financing",Partially elderly handicapped,Elderly,14,14,Russell Spain,"Eastern Idaho Community Action Partnership, Inc.",PO Box 51098,,Idaho Falls,ID,83405,1098,(208) 522-5391,(208) 522-5453,jdoman@eicap.org,Jim  Hall,"Eastern Idaho Community Action Partnership, Inc.",PO Box 51098,,Idaho Falls,ID,83405,1098,(208) 522-5391,(208) 522-5453,jdoman@eicap.org,KRISTINE PETRILLO,Seattle,Portland
SOUTH MEADOW APARTMENTS,475 CASWELL AVE WEST,,TWIN FALLS,ID,83301,Twin Falls,208-734-7327,,ID05H020030,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,41,41,Douglas Peterson,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,Gerald M. Hunter,The Housing Company,PO Box 6943,,Boise,ID,83707,,(208) 331-4850,(208) 331-4806,tracied@ihfa.org,RICHARD OTIS,Seattle,Portland
SOUTH OAK APTS,250 South Oak ST,,BLACKFOOT,ID,83221,Bingham,(208) 785-5256,12444010,,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,0,24,Cory Phelps,"SEICAA Housing I, Inc.",641 North 8th,,Pocatello,ID,83201,7203,(208) 234-0966,(208) 478-8490,syuan@seicaa.org,Deb Hemmert,SE Idaho Community Action Agency,641 North 8th,,Pocatello,ID,83201,7203,(208) 234-0966,(208) 478-8490,seicaa@seicaa.org,SUSANA MITCHELL,Seattle,Portland
SOUTHDALE APARTMENTS,2812 S MONTANA ST,,CALDWELL,ID,83605,Canyon,208-465-4544,,ID16H020085,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,40,40,Steve Perkins (O.C..),"Heartland Southdale, LLC",4802 Nicollet Avenue South,,Mpls,MN,55419,2516,612/604-5300,(612) 604-3210,sperkins@hrii.com,Steve Perkins (M.C.),"HEARTLAND REALTY  INVESTORS, INC.",4802 Nicollet Ave,,Minneapolis,MN,55419,,612 604-5302,612 823-3210,sperkins@hrii.com,KRISTINE PETRILLO,Seattle,Portland
