DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
2005-07-21,2.81,2.81,2.739,2.78,14000
2005-07-20,2.78,2.78,2.6,2.74,4500
2005-07-19,2.7,2.7,2.65,2.65,2551
2005-07-18,2.66,2.72,2.66,2.71,6800
2005-07-15,2.78,2.8,2.7,2.72,15710
2005-07-14,2.55,2.89,2.55,2.57,44070
2005-07-13,2.52,2.55,2.52,2.54,1600
2005-07-12,2.44,2.58,2.44,2.52,5350
2005-07-11,2.42,2.58,2.4,2.47,23396
2005-07-08,2.3,2.46,2.3,2.45,16000
2005-07-07,2.55,2.55,2.4,2.4,7800
2005-07-06,2.53,2.54,2.5,2.54,2000
2005-07-05,2.28,2.81,2.28,2.56,8601
2005-07-01,2.5,2.63,2.47,2.55,7950
2005-06-30,2.63,2.67,2.46,2.48,5400
2005-06-29,2.7,2.84,2.44,2.51,9900
2005-06-28,2.58,2.63,2.43,2.54,17615
2005-06-27,2.6,2.62,2.5,2.6,3751
2005-06-24,2.58,2.62,2.44,2.56,15400
2005-06-23,2.5,2.59,2.49,2.59,1000
2005-06-22,2.57,2.64,2.47,2.47,8000
2005-06-21,2.47,2.51,2.47,2.51,234
2005-06-20,2.43,2.51,2.43,2.51,380
2005-06-17,2.5,2.58,2.5,2.55,9200
2005-06-16,2.55,2.69,2.48,2.58,1900
2005-06-15,2.48,2.54,2.45,2.54,24200
2005-06-14,2.65,2.65,2.46,2.51,16548
2005-06-13,2.7,2.71,2.58,2.65,30583
2005-06-10,2.76,2.89,2.71,2.744,2000
2005-06-09,2.92,2.92,2.78,2.78,16467
2005-06-08,2.81,2.9,2.8,2.88,5900
2005-06-07,2.79,2.816,2.79,2.816,650
2005-06-06,2.82,2.9,2.82,2.9,12500
2005-06-03,2.79,2.9,2.78,2.9,21576
2005-06-02,2.99,2.99,2.77,2.86,10100
2005-06-01,2.96,2.96,2.83,2.87,4610
2005-05-31,2.94,2.95,2.85,2.89,5210
2005-05-27,2.66,2.95,2.66,2.94,26861
2005-05-26,3.05,3.05,2.74,2.86,12335
2005-05-25,2.64,2.91,2.64,2.83,9233
2005-05-24,3.1,3.1,2.65,2.65,10780
2005-05-23,2.44,2.98,2.42,2.85,15617
2005-05-20,2.23,2.58,2.23,2.55,4413
2005-05-19,2.51,2.62,2.51,2.62,1200
2005-05-18,2.5,2.62,2.5,2.53,11125
2005-05-17,2.45,2.6,2.45,2.5,4800
2005-05-16,2.45,2.64,2.41,2.551,13151
2005-05-13,2.45,2.6,2.45,2.56,17200
2005-05-12,2.55,2.55,2.45,2.51,10500
2005-05-11,2.49,2.61,2.41,2.45,8900
2005-05-10,2.7,2.7,2.02,2.48,107187
2005-05-09,2.66,2.66,2.55,2.626,14233
2005-05-06,2.58,2.65,2.58,2.65,3900
2005-05-05,2.65,2.69,2.57,2.69,3400
2005-05-04,2.63,2.7,2.51,2.65,6900
2005-05-03,2.6,2.69,2.46,2.59,3873
2005-05-02,2.57,2.69,2.52,2.61,5300
2005-04-29,2.66,2.81,2.6,2.69,7450
2005-04-28,2.79,2.79,2.5,2.75,8120
2005-04-27,2.96,2.98,2.49,2.89,16059
2005-04-26,2.79,2.99,2.76,2.788,4800
2005-04-25,2.8,2.97,2.76,2.84,17000
2005-04-22,2.81,2.81,2.8,2.8,1000
2005-04-21,2.7,2.89,2.66,2.89,4400
2005-04-20,2.756,3.147,2.756,3.147,8500
2005-04-19,2.75,2.75,2.75,2.75,500
2005-04-18,2.56,2.87,2.56,2.75,5900
2005-04-15,2.611,2.65,2.611,2.65,10859
2005-04-14,2.84,2.84,2.66,2.74,80538
2005-04-13,2.85,2.91,2.78,2.85,14230
2005-04-12,2.88,2.88,2.71,2.76,14054
2005-04-11,3,3,2.74,2.75,26180
2005-04-08,3.11,3.119,2.85,2.93,93230
2005-04-07,2.73,4,2.65,3.11,682623
2005-04-06,2.7,2.85,2.7,2.79,4150
2005-04-05,2.7,2.8,2.7,2.71,2500
2005-04-04,2.65,2.8,2.65,2.8,8500
2005-04-01,2.85,2.95,2.75,2.8,17700
2005-03-31,2.95,2.95,2.91,2.91,8300
2005-03-30,2.918,2.918,2.918,2.918,400
2005-03-29,2.81,2.91,2.81,2.9,950
2005-03-28,2.95,2.99,2.911,2.911,6200
2005-03-24,2.95,2.95,2.9,2.92,12300
2005-03-23,2.954,2.982,2.91,2.982,29492
2005-03-22,2.9,3.012,2.9,3,2350
2005-03-21,2.85,3.039,2.85,2.991,3950
2005-03-18,2.95,2.95,2.95,2.95,100
2005-03-17,2.85,2.98,2.85,2.98,4700
2005-03-16,2.95,3.09,2.85,3.02,94952
2005-03-15,3.05,3.08,2.95,3.08,38916
2005-03-14,3.09,3.09,3.05,3.05,2500
2005-03-11,3.12,3.12,3.081,3.1,4350
2005-03-10,3.16,3.18,3.15,3.15,4323
2005-03-09,3.21,3.21,3.16,3.161,8450
2005-03-08,3.19,3.26,3.18,3.18,2444
2005-03-07,3.18,3.3,3.18,3.181,3200
2005-03-04,3.18,3.19,3.178,3.178,10110
2005-03-03,3.188,3.2,3.188,3.2,4100
2005-03-02,3.24,3.25,3.06,3.15,10994
2005-03-01,3.05,3.34,3.05,3.28,137555
2005-02-28,3.05,3.14,3.05,3.14,1620
2005-02-25,3.08,3.16,3.08,3.096,1900
2005-02-24,3.06,3.17,3.06,3.06,4250
2005-02-23,3.12,3.122,3.05,3.051,12359
2005-02-22,3.12,3.19,3.12,3.15,17713
2005-02-18,3.06,3.12,3.05,3.12,1700
2005-02-17,3.19,3.19,3.11,3.11,4600
2005-02-16,3.1,3.15,3.06,3.15,27336
2005-02-15,3.05,3.15,3.05,3.15,1750
2005-02-14,2.9,3.13,2.9,3.13,30052
2005-02-11,3.03,3.15,3.01,3.05,8800
2005-02-10,2.982,3.121,2.982,3.121,10490
2005-02-09,3.09,3.1,2.99,3,13500
2005-02-08,2.96,3.05,2.95,3.05,3780
2005-02-07,2.99,3.1,2.95,3.06,6601
2005-02-04,3.089,3.089,2.96,2.96,3175
2005-02-03,3.15,3.15,3.05,3.05,4904
2005-02-02,3.05,3.11,3.05,3.11,3175
2005-02-01,3.1,3.1,3.02,3.02,7400
2005-01-31,3.1,3.15,3.01,3.1,20450
2005-01-28,3.02,3.02,3.01,3.01,1600
2005-01-27,3.01,3.1,3.01,3.05,3630
2005-01-26,3.06,3.1,3.05,3.05,4920
2005-01-25,3.01,3.11,3,3.08,3300
2005-01-24,3.04,3.15,3,3.081,12785
2005-01-21,3.15,3.15,3.04,3.04,3900
2005-01-20,3.07,3.13,3.04,3.13,1700
2005-01-19,3.15,3.15,3.061,3.061,1300
2005-01-18,3.05,3.15,3.03,3.07,7350
2005-01-14,3.02,3.11,3.02,3.1,3600
2005-01-13,3.19,3.19,3.11,3.11,7750
2005-01-12,3.25,3.3,3.07,3.15,38200
2005-01-11,3.22,3.26,3.21,3.25,5075
2005-01-10,3.15,3.26,3.15,3.25,3380
2005-01-07,3.14,3.38,3.14,3.38,8599
2005-01-06,3.33,3.36,3.33,3.33,18500
2005-01-05,3.28,3.38,3.25,3.32,6101
2005-01-04,3.3,3.33,3.24,3.3,44498
2005-01-03,2.97,3.36,2.97,3.25,19300
2004-12-31,3.119,3.119,2.97,2.97,6610
2004-12-30,3.141,3.24,2.98,3.24,40791
2004-12-29,3.22,3.22,3.12,3.12,16600
2004-12-28,3.27,3.3,3.2,3.2,10715
2004-12-27,3.16,3.25,3.14,3.23,8200
2004-12-23,3.2,3.2,3.16,3.189,8200
2004-12-22,3.26,3.35,3.01,3.26,85668
2004-12-21,3.33,3.4,3.33,3.39,15221
2004-12-20,3.46,3.46,3.32,3.4,23300
2004-12-17,3.6,3.62,3.34,3.42,23460
2004-12-16,3.6,3.8,3.56,3.625,20784
2004-12-15,3.37,3.85,3.37,3.6,100131
2004-12-14,3.34,3.35,3.33,3.341,11100
2004-12-13,3.26,3.41,3.26,3.39,3356
2004-12-10,3.32,3.41,3.32,3.34,7000
2004-12-09,3.34,3.39,3.31,3.35,2700
2004-12-08,3.21,3.48,3.21,3.41,29072
2004-12-07,3.4,3.47,3.4,3.42,25302
2004-12-06,3.351,3.4,3.351,3.4,17524
2004-12-03,3.29,3.35,3.28,3.35,50466
2004-12-02,3.33,3.37,3.33,3.35,15260
2004-12-01,3.26,3.41,3.26,3.371,32480
2004-11-30,3.33,3.35,3.33,3.33,45595
2004-11-29,3.2,3.31,3.2,3.29,9000
2004-11-26,3.15,3.24,3.15,3.17,8030
2004-11-24,3.15,3.21,3.15,3.15,8601
2004-11-23,3.21,3.28,3.15,3.17,23979
2004-11-22,3.32,3.33,3.25,3.26,12800
2004-11-19,3.26,3.33,3.2,3.3,34619
2004-11-18,2.95,3.33,2.86,3.195,24000
2004-11-17,3.38,3.4,3.14,3.14,26050
2004-11-16,3.5,3.5,3.02,3.35,25090
2004-11-15,3.5,3.5,3.3,3.34,13927
2004-11-12,3.28,3.35,3.28,3.3,30700
2004-11-11,3.29,3.29,3.23,3.26,9465
2004-11-10,3.2,3.27,3.2,3.27,9000
2004-11-09,3.26,3.3,3.15,3.19,709
2004-11-08,3.36,3.39,3.241,3.271,1225
2004-11-05,3.32,3.32,2.95,3.25,37800
2004-11-04,3.31,3.31,3.15,3.28,10300
2004-11-03,3.49,3.49,3.1,3.35,71983
2004-11-02,3.05,3.12,3.035,3.1,20750
2004-11-01,3.08,3.13,2.97,3.06,5599
2004-10-29,2.81,3.05,2.81,3.05,33100
2004-10-28,2.82,2.84,2.69,2.69,23037
2004-10-27,2.781,2.85,2.781,2.85,37673
2004-10-26,2.67,2.9,2.67,2.79,5200
2004-10-25,2.88,2.88,2.68,2.8,6700
2004-10-22,2.76,2.92,2.57,2.85,21530
2004-10-21,2.5,2.681,2.5,2.68,43110
2004-10-20,2.7,2.7,2.46,2.52,4974
2004-10-19,2.7,2.72,2.559,2.67,4000
2004-10-18,2.52,2.681,2.52,2.68,7100
2004-10-15,2.7,2.75,2.46,2.75,9750
2004-10-14,2.75,2.75,2.43,2.74,21768
2004-10-13,2.75,2.75,2.7,2.7,3100
2004-10-12,2.69,2.73,2.63,2.69,30700
2004-10-11,2.75,2.75,2.56,2.63,2800
2004-10-08,2.65,2.65,2.48,2.63,28724
2004-10-07,2.64,2.65,2.38,2.63,4615
2004-10-06,2.64,2.64,2.64,2.64,1600
2004-10-05,2.64,2.64,2.64,2.64,600
2004-10-01,2.631,2.65,2.631,2.64,825
2004-09-30,2.59,2.64,2.5,2.5,4944
2004-09-29,2.771,2.771,2.53,2.771,15066
2004-09-28,2.5,2.62,2.5,2.62,750
2004-09-27,2.48,2.93,2.48,2.51,17247
2004-09-24,2.75,2.78,2.51,2.71,12400
2004-09-23,2.58,2.69,2.58,2.65,2400
2004-09-22,2.539,2.691,2.51,2.691,5400
2004-09-21,2.56,2.661,2.5,2.57,6200
2004-09-20,2.57,2.65,2.55,2.6,6000
2004-09-17,2.411,2.45,2.411,2.42,6500
2004-09-16,2.38,2.56,2.25,2.45,18450
2004-09-15,2.45,2.45,2.33,2.38,2300
2004-09-14,2.35,2.46,2.349,2.45,8740
2004-09-13,2.38,2.55,2.38,2.45,9800
2004-09-10,2.33,2.46,2.33,2.45,13620
2004-09-09,2.31,2.46,2.31,2.36,4840
2004-09-08,2.351,2.42,2.35,2.42,10600
2004-09-07,2.29,2.44,2.29,2.44,4050
2004-09-03,2.29,2.5,2.29,2.39,4400
2004-09-02,2.31,2.42,2.31,2.4,850
2004-09-01,2.32,2.511,2.23,2.451,10100
2004-08-31,2.34,2.71,2.21,2.44,10700
2004-08-30,2.38,2.38,2.36,2.36,600
2004-08-27,2.37,2.41,2.37,2.41,1200
2004-08-26,2.41,2.41,2.23,2.37,5600
2004-08-25,2.34,2.45,2.34,2.43,7883
2004-08-24,2.34,2.46,2.34,2.46,3310
2004-08-23,2.44,2.44,2.34,2.36,2376
2004-08-20,2.42,2.52,2.38,2.52,12400
2004-08-18,2.25,2.41,2.25,2.35,31700
2004-08-17,2.229,2.36,2.229,2.36,84950
2004-08-16,2.07,2.26,1.92,2.1,28500
2004-08-13,2.07,2.17,1.98,2.01,11950
2004-08-12,2.15,2.15,2.03,2.08,14800
2004-08-11,2.24,2.3,2.17,2.18,8390
2004-08-10,2.38,2.38,2,2.34,27800
2004-08-09,2.31,2.39,2.31,2.38,3328
2004-08-06,2.41,2.54,2.27,2.51,18508
2004-08-05,2.55,2.56,2.48,2.5,6100
2004-08-04,2.66,2.74,2.51,2.74,23816
2004-08-03,2.45,2.8,2.45,2.66,33191
2004-08-02,2.7,2.76,2.52,2.7,13366
2004-07-30,2.8,2.8,2.8,2.8,4000
2004-07-29,2.72,2.86,2.71,2.71,2400
2004-07-28,2.65,2.94,2.55,2.74,9000
2004-07-27,2.6,2.87,2.57,2.65,16900
2004-07-26,2.58,2.81,2.58,2.65,21500
2004-07-23,2.67,2.68,2.51,2.65,18660
2004-07-22,2.94,2.95,2.742,2.742,29163
2004-07-21,2.781,2.94,2.781,2.92,3100
2004-07-20,2.86,2.9,2.61,2.9,3600
2004-07-19,2.85,2.9,2.8,2.85,15300
2004-07-16,2.65,2.88,2.61,2.88,5300
2004-07-15,2.63,2.83,2.63,2.71,3100
2004-07-14,2.75,2.77,2.57,2.76,11904
2004-07-13,2.86,2.89,2.75,2.84,6350
2004-07-09,2.831,2.831,2.77,2.831,300
2004-07-08,2.75,2.94,2.68,2.84,3300
2004-07-07,2.76,2.97,2.76,2.97,3290
2004-07-06,2.82,2.94,2.76,2.76,11500
2004-07-02,2.91,2.91,2.76,2.76,2700
2004-07-01,2.91,2.95,2.75,2.76,4100
2004-06-30,2.91,2.91,2.8,2.81,1725
2004-06-29,3.03,3.07,2.73,2.95,7233
2004-06-28,3.09,3.1,2.98,3.03,2725
2004-06-25,2.95,3.12,2.84,2.99,5792
2004-06-24,2.76,3.1,2.75,3.08,31517
2004-06-23,2.75,2.94,2.75,2.84,5100
2004-06-22,2.66,2.84,2.63,2.63,2500
2004-06-21,2.61,2.89,2.61,2.7,7107
2004-06-18,2.8,2.93,2.61,2.82,11638
2004-06-17,2.89,2.98,2.88,2.88,5175
2004-06-16,2.86,2.95,2.85,2.86,4075
2004-06-15,2.8,2.96,2.8,2.86,5625
2004-06-14,2.9,2.95,2.6,2.76,5450
2004-06-10,2.89,2.99,2.81,2.89,15200
2004-06-09,2.54,3,2.54,2.871,6785
2004-06-08,2.91,2.99,2.7,2.99,3706
2004-06-07,2.95,3,2.93,3,7900
2004-06-04,2.98,2.98,2.9,2.9,2900
2004-06-03,2.891,2.97,2.891,2.97,300
2004-06-02,2.92,3,2.85,3,14731
2004-06-01,2.79,2.93,2.79,2.93,7300
2004-05-28,2.79,2.86,2.79,2.86,7750
2004-05-27,2.96,3.01,2.85,2.86,10393
2004-05-26,2.55,3.1,2.55,2.99,15533
2004-05-25,2.51,2.98,2.51,2.98,9928
2004-05-24,2.8,2.95,2.7,2.82,29500
2004-05-21,2.84,2.86,2.63,2.68,1100
2004-05-20,2.79,2.79,2.6,2.6,1800
2004-05-19,2.56,2.84,2.56,2.77,13875
2004-05-18,2.45,2.84,2.37,2.82,12322
2004-05-17,2.48,2.61,2.34,2.4,5780
2004-05-14,2.49,2.629,2.43,2.55,3800
2004-05-13,2.54,2.67,2.54,2.64,5478
2004-05-12,2.17,2.575,2.17,2.55,26482
2004-05-11,2.93,2.94,2.769,2.82,6900
2004-05-10,2.94,2.94,2.83,2.83,7700
2004-05-07,2.94,2.94,2.91,2.929,3100
2004-05-06,2.96,2.96,2.83,2.83,14200
2004-05-05,2.8,2.93,2.8,2.93,11840
2004-05-04,2.7,2.74,2.7,2.73,1200
2004-05-03,2.59,2.8,2.53,2.6,8491
2004-04-30,2.84,3,2.55,2.56,17788
2004-04-29,2.83,2.95,2.8,2.82,5497
2004-04-28,2.91,2.91,2.85,2.85,5300
2004-04-27,3,3,2.9,2.9,5900
2004-04-26,3,3.05,2.86,2.928,10500
2004-04-23,3.06,3.06,2.97,3,8900
2004-04-22,3,3.11,2.99,3.07,23465
2004-04-20,3.09,3.1,3.05,3.09,7700
2004-04-19,2.98,3.11,2.9,3.1,10426
2004-04-16,2.83,3.1,2.83,3.07,13514
2004-04-15,2.9,3.1,2.86,2.95,15796
2004-04-14,2.99,3.06,2.85,2.99,9200
2004-04-13,2.9,3.05,2.9,3.01,4466
2004-04-12,2.96,3.09,2.9,3.05,2700
2004-04-08,3.04,3.15,2.95,3.15,4250
2004-04-07,2.98,3.09,2.98,3.08,5200
2004-04-06,3.13,3.14,2.95,3.01,8900
2004-04-05,3.03,3.11,2.91,3,10410
2004-04-02,3.05,3.13,2.95,3,27450
2004-04-01,3.04,3.12,3.01,3.01,1800
2004-03-31,3.02,3.12,3,3,4710
2004-03-30,3.09,3.15,3.09,3.15,3700
2004-03-29,3.16,3.16,2.94,3.07,5271
2004-03-26,3,3.09,2.94,3,7450
2004-03-25,3.04,3.06,3.04,3.06,3000
2004-03-24,3.011,3.02,3.011,3.02,1200
2004-03-23,2.91,3.05,2.9,3.01,6759
2004-03-22,3,3.02,2.95,3.02,15700
2004-03-19,3,3.05,3,3.05,24513
2004-03-18,2.87,3.01,2.87,3,8039
2004-03-17,2.94,3.06,2.93,3,10397
2004-03-16,2.96,3.05,2.95,3.03,4000
2004-03-15,2.93,3.02,2.9,2.9,5700
2004-03-12,2.98,3.06,2.98,3.05,3600
2004-03-11,3.02,3.11,2.9,2.95,8600
2004-03-10,3.1,3.12,2.96,2.96,3720
2004-03-09,2.98,3.14,2.96,2.98,15550
2004-03-08,2.93,2.99,2.93,2.98,2900
2004-03-05,3.11,3.13,2.92,2.991,4050
2004-03-04,2.97,3.15,2.95,3.15,4845
2004-03-03,3.16,3.16,2.91,3.01,9244
2004-03-02,3.06,3.09,2.94,2.98,16125
2004-03-01,3.19,3.22,3.101,3.22,19395
2004-02-27,3.18,3.19,3.06,3.06,7233
2004-02-26,3.09,3.2,3,3.09,19929
2004-02-25,3.2,3.201,3.02,3.15,13755
2004-02-24,3.17,3.18,3.1,3.18,7025
2004-02-23,3.19,3.19,3.1,3.11,7000
2004-02-20,3.229,3.229,3.1,3.1,6920
2004-02-19,2.97,3.2,2.911,3.2,78988
2004-02-18,3.41,3.41,2.76,2.96,172246
2004-02-17,3.34,3.4,3.34,3.35,27309
2004-02-13,3.451,3.51,3.451,3.51,4716
2004-02-12,3.5,3.5,3.45,3.45,2384
2004-02-11,3.38,3.5,3.38,3.46,6800
2004-02-10,3.5,3.56,3.39,3.55,3400
2004-02-09,3.49,3.55,3.4,3.52,7400
2004-02-06,3.489,3.489,3.4,3.4,2000
2004-02-05,3.26,3.41,3.26,3.41,4687
2004-02-04,3.51,3.52,3.36,3.37,10009
2004-02-03,3.52,3.52,3.51,3.52,2800
2004-02-02,3.62,3.63,3.51,3.52,6625
2004-01-30,3.26,3.63,3.26,3.6,13875
2004-01-29,3.49,3.54,3.421,3.421,6250
2004-01-28,3.421,3.5,3.421,3.5,6550
2004-01-27,3.41,3.421,3.4,3.42,4650
2004-01-26,3.21,3.55,3.21,3.5,30700
2004-01-23,3.252,3.291,3.252,3.291,500
2004-01-22,3.3,3.59,3.3,3.3,11400
2004-01-21,3.35,3.64,3.35,3.55,22200
2004-01-20,3.54,3.55,3.36,3.5,9150
2004-01-16,3.45,3.54,3.43,3.5,9769
2004-01-15,3.43,3.43,3.43,3.43,1500
2004-01-14,3.36,3.7,3.36,3.53,14600
2004-01-13,3.5,3.5,3.35,3.5,1000
2004-01-12,3.35,3.589,3.35,3.589,1216
2004-01-09,3.44,3.6,3.34,3.34,3900
2004-01-08,3.5,3.7,3.5,3.6,12500
2004-01-07,3.36,3.5,3.36,3.5,6810
2004-01-06,3.49,3.49,3.36,3.46,7300
2004-01-05,3.36,3.46,3.36,3.46,5950
2004-01-02,3.45,3.45,3.349,3.39,3850
2003-12-31,3.14,3.55,3.14,3.54,20211
2003-12-30,3.17,3.18,3.15,3.15,2400
2003-12-29,3.2,3.2,3.15,3.15,6900
2003-12-26,3.1,3.19,3.1,3.19,5700
2003-12-24,3.1,3.2,3.1,3.19,5449
2003-12-23,3.1,3.26,3.1,3.18,5252
2003-12-22,3.32,3.33,3.13,3.18,9528
2003-12-19,3.28,3.31,3.22,3.29,12400
2003-12-18,3.22,3.22,3.22,3.22,100
2003-12-17,3.15,3.2,3.15,3.2,3100
2003-12-16,3.16,3.161,3.1,3.16,5150
2003-12-15,3.3,3.3,3.16,3.16,15400
2003-12-12,3.15,3.29,3.15,3.279,13524
2003-12-11,3.2,3.29,3.2,3.26,8369
2003-12-10,3.21,3.3,3.18,3.29,36165
2003-12-09,3.02,3.35,3.02,3.28,5731
2003-12-08,3.34,3.34,3.239,3.3,2300
2003-12-05,3.19,3.35,3.19,3.35,11725
2003-12-04,3.29,3.34,3.29,3.29,3100
2003-12-03,3.35,3.42,3.29,3.29,5800
2003-12-02,3.26,3.36,3.25,3.29,24250
2003-12-01,3.45,3.5,3.3,3.389,11186
2003-11-28,3.35,3.45,3.35,3.439,9250
2003-11-26,3.32,3.44,3.239,3.44,8550
2003-11-25,3.37,3.37,3.11,3.261,13300
2003-11-24,3.15,3.3,3.15,3.16,8300
2003-11-21,3.15,3.391,3.15,3.16,2810
2003-11-20,3.13,3.3,3.13,3.18,7901
2003-11-19,3.1,3.36,3.1,3.21,5600
2003-11-18,3.49,3.49,3.1,3.16,19613
2003-11-17,3.2,3.3,3.181,3.29,10850
2003-11-14,3.29,3.46,3.2,3.271,5100
2003-11-13,3.29,3.32,3.27,3.27,1800
2003-11-12,3.35,3.35,3.29,3.29,7850
2003-11-11,3.3,3.47,3.3,3.47,3250
2003-11-10,3.31,3.31,3.3,3.3,16670
2003-11-07,3.221,3.32,3.221,3.32,15550
2003-11-06,3.12,3.43,3.12,3.43,34700
2003-11-05,3.29,3.29,3.14,3.18,5050
2003-11-04,3.03,3.2,3.03,3.2,4850
2003-11-03,3.1,3.2,3.06,3.06,7900
2003-10-31,3.06,3.19,3.06,3.1,44400
2003-10-30,3.58,3.89,3.05,3.11,89800
2003-10-29,3.5,3.87,3.5,3.62,67500
2003-10-28,3.511,3.65,3.511,3.65,10600
2003-10-27,3.27,3.7,3.27,3.65,13400
2003-10-24,3.5,3.5,3.32,3.4,14000
2003-10-23,3.41,3.75,3.41,3.47,5000
2003-10-22,3.44,3.5,3.44,3.5,12550
2003-10-21,3.3,3.6,3.3,3.56,20200
2003-10-20,3.64,3.74,3.39,3.59,4200
2003-10-17,3.137,3.66,3.137,3.66,57300
2003-10-16,3.17,3.289,3,3.289,4200
2003-10-15,3.32,3.32,3.22,3.22,7000
2003-10-14,3.15,3.33,3.15,3.3,11800
2003-10-13,3.01,3.23,3.01,3.19,6800
2003-10-10,3.35,3.35,3,3.07,13500
2003-10-09,3.7,3.7,3.1,3.349,8400
2003-10-08,3.251,3.72,3.251,3.69,29750
2003-10-07,3.21,3.27,3.03,3.19,11700
2003-10-06,2.85,2.91,2.85,2.91,3800
2003-10-03,2.98,3.011,2.78,2.85,8200
2003-10-02,2.95,2.95,2.929,2.929,1200
2003-10-01,2.9,2.95,2.86,2.95,4200
2003-09-30,2.9,2.901,2.9,2.9,10300
2003-09-29,3.15,3.15,2.75,2.95,19600
2003-09-26,3.23,3.23,3.06,3.15,4150
2003-09-25,3.33,3.33,3.15,3.15,5650
2003-09-24,3.36,3.37,3.32,3.325,5300
2003-09-23,3.531,3.54,3.42,3.54,9500
2003-09-22,3.65,3.65,3.48,3.64,4500
2003-09-19,3.64,3.75,3.63,3.64,22300
2003-09-18,3.6,3.64,3.48,3.62,36700
2003-09-17,3.36,3.7,3.35,3.52,11300
2003-09-16,3.33,3.61,3.2,3.35,16500
2003-09-15,3.48,3.55,3.35,3.35,16700
2003-09-12,3.48,3.511,3.48,3.5,8300
2003-09-11,3.421,3.5,3.421,3.5,11700
2003-09-10,3.41,3.65,3.41,3.63,15000
2003-09-09,3.69,3.69,3.51,3.59,15300
2003-09-08,3.88,3.88,3.52,3.72,19500
2003-09-05,4.02,4.18,3.33,3.85,69850
2003-09-04,3.65,4.17,3.61,3.95,143300
2003-09-03,3.67,3.76,3.55,3.66,32800
2003-09-02,3.27,3.67,3.2,3.67,112071
2003-08-29,3.27,3.37,3.097,3.25,50000
2003-08-28,3.19,3.3,3.01,3.15,35100
2003-08-27,3,3.2,2.9,3.06,44420
2003-08-26,2.9,3.05,2.9,2.99,8300
2003-08-25,3.05,3.05,2.96,3,3800
2003-08-22,3.03,3.08,3.03,3.041,19300
2003-08-21,3,3.1,2.95,3.03,23200
2003-08-20,2.85,3,2.85,2.95,6000
2003-08-19,2.83,3.05,2.75,2.963,19698
2003-08-18,2.75,2.95,2.75,2.8,4700
2003-08-15,2.83,2.9,2.75,2.9,11715
2003-08-14,2.85,2.9,2.85,2.9,8115
2003-08-13,3,3,2.7,2.9,7800
2003-08-12,2.91,3.1,2.91,3,7800
2003-08-11,2.92,2.92,2.91,2.919,2600
2003-08-08,2.94,3,2.94,2.96,6500
2003-08-07,3.1,3.1,2.95,2.95,15698
2003-08-06,3.1,3.22,3.06,3.06,5400
2003-08-05,3.06,3.1,3.05,3.06,6900
2003-08-04,3,3.39,3,3.1,9999
2003-08-01,3.27,3.4,2.97,3.121,10300
2003-07-31,3.45,3.45,3.281,3.36,1700
2003-07-30,3.4,3.48,3.311,3.32,9200
2003-07-29,3.44,3.48,3.4,3.42,5600
2003-07-28,3.4,3.45,3.2,3.433,41749
2003-07-25,3.74,3.95,3.26,3.26,89199
2003-07-24,3.499,3.499,3.25,3.25,14000
2003-07-23,3.09,3.5,2.98,3.35,83600
2003-07-22,3.08,3.1,2.96,3.09,5700
2003-07-21,3,3.25,2.85,3.06,6200
2003-07-18,2.8,3.1,2.69,3.069,7000
2003-07-17,3.29,3.29,2.59,2.81,26365
2003-07-16,3.25,3.41,3.15,3.29,34400
2003-07-15,3.1,3.35,3,3.2,39000
2003-07-14,3.14,3.15,2.93,3.14,45100
2003-07-11,2.59,2.7,2.53,2.7,28000
2003-07-10,2.48,2.6,2.41,2.561,21600
2003-07-09,2.4,2.49,2.271,2.48,43000
2003-07-08,2.32,2.49,2.31,2.32,20700
2003-07-07,2.15,2.4,2.15,2.31,36800
2003-07-03,2.046,2.05,2.046,2.05,600
2003-07-02,2.03,2.04,2.03,2.04,1300
2003-07-01,2,2.004,2,2,10400
2003-06-30,1.989,2,1.989,2,3700
2003-06-27,2.02,2.02,2,2,700
2003-06-26,2.018,2.09,2.018,2.09,700
2003-06-25,2,2.1,1.95,2.01,9800
2003-06-24,2.06,2.07,2,2,11700
2003-06-23,2.1,2.15,2.05,2.05,1900
2003-06-20,2.06,2.099,2.05,2.099,3400
2003-06-19,2.18,2.19,2.05,2.06,12400
2003-06-18,2,2.229,2,2.229,12600
2003-06-17,2.01,2.14,2.01,2.14,2700
2003-06-16,2.15,2.2,2,2.017,5200
2003-06-13,2.1,2.18,2.1,2.18,1900
2003-06-12,2.11,2.11,2.11,2.11,400
2003-06-11,2.08,2.18,2.08,2.173,8000
2003-06-10,2.08,2.08,2.08,2.08,2000
2003-06-09,2.13,2.13,2.08,2.08,26800
2003-06-06,2.176,2.25,2.15,2.25,12200
2003-06-05,2.05,2.25,2.05,2.19,5900
2003-06-04,2,2.3,2,2.13,4400
2003-06-03,2.05,2.05,2,2,9700
2003-06-02,1.9,2.03,1.9,2.03,26100
2003-05-30,1.912,1.95,1.912,1.95,7800
2003-05-29,1.994,1.994,1.9,1.994,3700
2003-05-28,1.91,1.99,1.9,1.99,4200
2003-05-27,1.98,2.2,1.92,2.2,11600
