Dist,aea,SchName,year,type,grade,subgroup,description,Enroll,Number Tested,Participation Rate Percentage,Number Full Academic Year Tested,Number Proficient,Percent Proficient
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,03,00,All Students        ,57,57,100,51,48,94.11764705882352
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,04,00,All Students        ,61,61,100,56,47,83.92857142857143
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,05,00,All Students        ,65,65,100,58,56,96.55172413793103
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,06,00,All Students        ,65,64,98.46153846153847,60,50,83.33333333333334
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,07,00,All Students        ,66,66,100,59,51,86.4406779661017
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,08,00,All Students        ,83,83,100,74,59,79.72972972972973
2403,07,Garner-Hayfield Comm School District,2012,Mathematics,11,00,All Students        ,61,61,100,53,50,94.33962264150944
2403,07,Garner-Hayfield Comm School District,2012,Reading,03,00,All Students        ,57,57,100,51,38,74.50980392156863
2403,07,Garner-Hayfield Comm School District,2012,Reading,04,00,All Students        ,61,61,100,56,40,71.42857142857143
2403,07,Garner-Hayfield Comm School District,2012,Reading,05,00,All Students        ,65,65,100,58,49,84.48275862068965
2403,07,Garner-Hayfield Comm School District,2012,Reading,06,00,All Students        ,65,64,98.46153846153847,60,45,75
2403,07,Garner-Hayfield Comm School District,2012,Reading,07,00,All Students        ,66,66,100,59,43,72.88135593220339
2403,07,Garner-Hayfield Comm School District,2012,Reading,08,00,All Students        ,83,83,100,74,50,67.56756756756756
2403,07,Garner-Hayfield Comm School District,2012,Reading,11,00,All Students        ,61,61,100,53,47,88.67924528301887
2457,12,George-Little Rock Comm School District,2012,Mathematics,03,00,All Students        ,32,32,100,31,24,77.41935483870968
2457,12,George-Little Rock Comm School District,2012,Mathematics,04,00,All Students        ,27,27,100,27,20,74.07407407407408
2457,12,George-Little Rock Comm School District,2012,Mathematics,05,00,All Students        ,38,38,100,36,28,77.77777777777779
2457,12,George-Little Rock Comm School District,2012,Mathematics,06,00,All Students        ,35,35,100,33,23,69.6969696969697
2457,12,George-Little Rock Comm School District,2012,Mathematics,07,00,All Students        ,38,38,100,38,30,78.94736842105263
2457,12,George-Little Rock Comm School District,2012,Mathematics,08,00,All Students        ,38,38,100,36,22,61.111111111111114
2457,12,George-Little Rock Comm School District,2012,Mathematics,11,00,All Students        ,34,33,97.05882352941177,31,27,87.09677419354838
2457,12,George-Little Rock Comm School District,2012,Reading,03,00,All Students        ,32,32,100,31,26,83.87096774193549
2457,12,George-Little Rock Comm School District,2012,Reading,04,00,All Students        ,27,27,100,27,23,85.18518518518519
2457,12,George-Little Rock Comm School District,2012,Reading,05,00,All Students        ,38,38,100,36,29,80.55555555555556
2457,12,George-Little Rock Comm School District,2012,Reading,06,00,All Students        ,35,35,100,33,20,60.60606060606061
2457,12,George-Little Rock Comm School District,2012,Reading,07,00,All Students        ,38,38,100,38,30,78.94736842105263
2457,12,George-Little Rock Comm School District,2012,Reading,08,00,All Students        ,38,38,100,36,15,41.66666666666667
2457,12,George-Little Rock Comm School District,2012,Reading,11,00,All Students        ,34,33,97.05882352941177,31,27,87.09677419354838
2466,11,Gilbert Comm School District,2012,Mathematics,03,00,All Students        ,101,101,100,97,92,94.84536082474226
2466,11,Gilbert Comm School District,2012,Mathematics,04,00,All Students        ,95,95,100,90,84,93.33333333333333
2466,11,Gilbert Comm School District,2012,Mathematics,05,00,All Students        ,96,96,100,88,86,97.72727272727273
2466,11,Gilbert Comm School District,2012,Mathematics,06,00,All Students        ,103,103,100,93,86,92.47311827956989
2466,11,Gilbert Comm School District,2012,Mathematics,07,00,All Students        ,105,105,100,98,93,94.89795918367348
2466,11,Gilbert Comm School District,2012,Mathematics,08,00,All Students        ,98,98,100,95,93,97.89473684210527
2466,11,Gilbert Comm School District,2012,Mathematics,11,00,All Students        ,96,96,100,90,84,93.33333333333333
2466,11,Gilbert Comm School District,2012,Reading,03,00,All Students        ,101,101,100,97,95,97.9381443298969
2466,11,Gilbert Comm School District,2012,Reading,04,00,All Students        ,95,95,100,90,84,93.33333333333333
2466,11,Gilbert Comm School District,2012,Reading,05,00,All Students        ,96,96,100,88,84,95.45454545454545
2466,11,Gilbert Comm School District,2012,Reading,06,00,All Students        ,103,103,100,93,81,87.09677419354838
2466,11,Gilbert Comm School District,2012,Reading,07,00,All Students        ,105,105,100,98,84,85.71428571428571
2466,11,Gilbert Comm School District,2012,Reading,08,00,All Students        ,98,98,100,95,86,90.52631578947368
2466,11,Gilbert Comm School District,2012,Reading,11,00,All Students        ,96,96,100,90,88,97.77777777777777
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,03,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,04,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,05,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,06,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,07,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Mathematics,08,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,03,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,04,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,05,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,06,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,07,00,All Students        ,small N,small N,small N,small N,small N,small N
2493,05,Gilmore City-Bradgate Comm School District,2012,Reading,08,00,All Students        ,small N,small N,small N,small N,small N,small N
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,03,00,All Students        ,33,33,100,31,20,64.51612903225806
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,04,00,All Students        ,36,36,100,34,23,67.64705882352942
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,05,00,All Students        ,44,44,100,42,31,73.80952380952381
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,06,00,All Students        ,43,43,100,42,28,66.66666666666666
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,07,00,All Students        ,31,31,100,26,20,76.92307692307693
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,08,00,All Students        ,44,44,100,43,28,65.11627906976744
2502,07,Gladbrook-Reinbeck Comm School District,2012,Mathematics,11,00,All Students        ,42,42,100,37,33,89.1891891891892
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,03,00,All Students        ,33,33,100,31,20,64.51612903225806
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,04,00,All Students        ,36,36,100,34,27,79.41176470588235
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,05,00,All Students        ,44,44,100,42,26,61.904761904761905
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,06,00,All Students        ,43,43,100,42,22,52.38095238095239
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,07,00,All Students        ,31,31,100,26,21,80.76923076923077
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,08,00,All Students        ,44,44,100,43,36,83.72093023255815
2502,07,Gladbrook-Reinbeck Comm School District,2012,Reading,11,00,All Students        ,42,42,100,37,30,81.08108108108108
2511,13,Glenwood Comm School District,2012,Mathematics,03,00,All Students        ,139,136,97.84172661870504,125,112,89.60000000000001
2511,13,Glenwood Comm School District,2012,Mathematics,04,00,All Students        ,149,145,97.31543624161074,131,119,90.83969465648855
2511,13,Glenwood Comm School District,2012,Mathematics,05,00,All Students        ,161,161,100,149,115,77.18120805369128
2511,13,Glenwood Comm School District,2012,Mathematics,06,00,All Students        ,139,134,96.40287769784173,126,100,79.36507936507937
2511,13,Glenwood Comm School District,2012,Mathematics,07,00,All Students        ,150,150,100,140,112,80
2511,13,Glenwood Comm School District,2012,Mathematics,08,00,All Students        ,155,154,99.35483870967742,145,113,77.93103448275862
2511,13,Glenwood Comm School District,2012,Mathematics,11,00,All Students        ,157,151,96.17834394904459,146,115,78.76712328767124
2511,13,Glenwood Comm School District,2012,Reading,03,00,All Students        ,139,136,97.84172661870504,125,86,68.8
2511,13,Glenwood Comm School District,2012,Reading,04,00,All Students        ,149,145,97.31543624161074,131,111,84.7328244274809
2511,13,Glenwood Comm School District,2012,Reading,05,00,All Students        ,161,160,99.37888198757764,148,113,76.35135135135135
2511,13,Glenwood Comm School District,2012,Reading,06,00,All Students        ,139,134,96.40287769784173,126,102,80.95238095238095
2511,13,Glenwood Comm School District,2012,Reading,07,00,All Students        ,150,150,100,140,109,77.85714285714286
2511,13,Glenwood Comm School District,2012,Reading,08,00,All Students        ,155,154,99.35483870967742,145,106,73.10344827586206
2511,13,Glenwood Comm School District,2012,Reading,11,00,All Students        ,157,151,96.17834394904459,146,124,84.93150684931507
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,03,00,All Students        ,17,17,100,17,13,76.47058823529412
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,04,00,All Students        ,25,25,100,24,23,95.83333333333334
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,05,00,All Students        ,27,27,100,26,24,92.3076923076923
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,06,00,All Students        ,22,22,100,20,16,80
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,07,00,All Students        ,31,31,100,30,23,76.66666666666667
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,08,00,All Students        ,29,29,100,26,19,73.07692307692307
2520,11,Glidden-Ralston Comm School District,2012,Mathematics,11,00,All Students        ,29,29,100,27,21,77.77777777777779
2520,11,Glidden-Ralston Comm School District,2012,Reading,03,00,All Students        ,17,17,100,17,14,82.35294117647058
2520,11,Glidden-Ralston Comm School District,2012,Reading,04,00,All Students        ,25,25,100,24,21,87.5
2520,11,Glidden-Ralston Comm School District,2012,Reading,05,00,All Students        ,27,27,100,26,23,88.46153846153845
2520,11,Glidden-Ralston Comm School District,2012,Reading,06,00,All Students        ,22,22,100,20,13,65
2520,11,Glidden-Ralston Comm School District,2012,Reading,07,00,All Students        ,31,31,100,30,19,63.33333333333333
2520,11,Glidden-Ralston Comm School District,2012,Reading,08,00,All Students        ,29,29,100,26,17,65.38461538461539
2520,11,Glidden-Ralston Comm School District,2012,Reading,11,00,All Students        ,29,29,100,27,24,88.88888888888889
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,03,00,All Students        ,24,24,100,21,19,90.47619047619048
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,04,00,All Students        ,24,24,100,23,15,65.21739130434783
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,05,00,All Students        ,28,28,100,27,20,74.07407407407408
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,06,00,All Students        ,20,20,100,18,14,77.77777777777779
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,07,00,All Students        ,22,22,100,20,17,85
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,08,00,All Students        ,22,22,100,22,16,72.72727272727273
2556,05,Graettinger-Terril Comm School District,2012,Mathematics,11,00,All Students        ,20,20,100,18,16,88.88888888888889
2556,05,Graettinger-Terril Comm School District,2012,Reading,03,00,All Students        ,24,24,100,21,19,90.47619047619048
2556,05,Graettinger-Terril Comm School District,2012,Reading,04,00,All Students        ,24,24,100,23,17,73.91304347826086
2556,05,Graettinger-Terril Comm School District,2012,Reading,05,00,All Students        ,28,28,100,27,22,81.48148148148148
2556,05,Graettinger-Terril Comm School District,2012,Reading,06,00,All Students        ,20,20,100,18,12,66.66666666666666
2556,05,Graettinger-Terril Comm School District,2012,Reading,07,00,All Students        ,22,22,100,20,17,85
2556,05,Graettinger-Terril Comm School District,2012,Reading,08,00,All Students        ,22,22,100,22,14,63.63636363636363
2556,05,Graettinger-Terril Comm School District,2012,Reading,11,00,All Students        ,20,20,100,18,15,83.33333333333334
2673,13,Nodaway Valley Comm School District,2012,Mathematics,03,00,All Students        ,60,60,100,54,39,72.22222222222221
2673,13,Nodaway Valley Comm School District,2012,Mathematics,04,00,All Students        ,49,49,100,44,37,84.0909090909091
2673,13,Nodaway Valley Comm School District,2012,Mathematics,05,00,All Students        ,66,65,98.48484848484848,57,44,77.19298245614034
2673,13,Nodaway Valley Comm School District,2012,Mathematics,06,00,All Students        ,38,38,100,37,22,59.45945945945946
2673,13,Nodaway Valley Comm School District,2012,Mathematics,07,00,All Students        ,53,53,100,51,40,78.43137254901961
